Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.13,-0.10,0.93,4.53,-6.44,-3.47
0.13,-0.11,0.92,3.51,-9.08,-1.69
0.14,-0.12,0.92,2.44,-10.92,-1.94
0.15,-0.11,0.93,2.63,-10.09,-1.76
0.15,-0.10,0.93,3.48,-10.95,-1.24
0.14,-0.10,0.93,4.60,-12.29,-0.35
0.15,-0.09,0.92,5.40,-10.21,1.01
0.17,-0.09,0.91,5.98,-8.53,1.68
0.18,-0.09,0.91,7.60,-5.40,2.27
0.18,-0.08,0.90,8.03,-1.82,3.07
0.19,-0.07,0.87,6.79,2.52,3.74
0.19,-0.07,0.87,5.34,3.97,4.37
0.20,-0.07,0.88,4.02,2.14,3.71
0.20,-0.07,0.88,2.15,0.05,3.02
0.21,-0.06,0.89,1.11,-2.38,2.41
0.21,-0.07,0.89,0.47,-2.14,2.49
0.20,-0.05,0.89,-0.72,-1.02,3.22
0.20,-0.07,0.88,-1.47,0.90,4.11
0.21,-0.06,0.88,-2.09,2.67,4.93
0.21,-0.07,0.90,-1.63,4.09,5.30
0.20,-0.08,0.91,-1.69,4.60,4.84
0.20,-0.08,0.92,-1.89,3.92,3.62
0.20,-0.08,0.93,-1.39,4.23,2.08
0.22,-0.08,0.92,-0.87,4.85,1.45
0.21,-0.08,0.92,-1.27,4.43,0.79
0.20,-0.09,0.91,-2.18,4.15,1.18
0.19,-0.08,0.92,-4.15,4.50,2.06
0.19,-0.09,0.92,-5.11,3.71,2.47
0.19,-0.10,0.93,-4.79,3.57,1.59
0.20,-0.10,0.95,-4.11,5.44,0.50
0.19,-0.11,0.96,-2.99,3.82,1.51
0.18,-0.11,0.94,-1.51,2.73,1.57
0.20,-0.11,0.94,-1.01,4.26,-0.67
0.19,-0.10,0.93,-1.48,3.48,-1.07
0.18,-0.10,0.93,-1.68,2.98,-0.47
0.19,-0.10,0.92,-2.27,3.50,-0.11
0.20,-0.09,0.92,-2.70,2.69,-0.40
0.19,-0.10,0.92,-3.30,2.20,-1.40
0.19,-0.09,0.92,-3.22,0.46,-2.29
0.19,-0.10,0.92,-2.66,-0.55,-2.81
0.20,-0.09,0.92,-1.79,0.34,-3.80
0.18,-0.09,0.92,-1.50,0.92,-3.21
0.18,-0.09,0.91,-1.76,0.49,-3.88
0.16,-0.09,0.91,-1.45,-1.69,-3.56
0.16,-0.09,0.91,-1.24,-3.92,-2.60
0.17,-0.09,0.92,-1.08,-3.94,-2.47
0.18,-0.08,0.90,-1.77,-1.10,-2.06
0.17,-0.09,0.89,-2.82,2.81,-1.22
0.16,-0.09,0.90,-2.92,3.01,0.40
0.19,-0.08,0.92,-3.21,2.56,0.63
0.21,-0.09,0.91,-2.47,3.54,-0.56
0.22,-0.08,0.94,-1.59,3.45,-2.66
0.20,-0.09,0.94,-0.35,0.18,-3.73
0.19,-0.08,0.92,0.23,0.31,-3.63
0.19,-0.07,0.91,0.61,1.50,-2.95
0.17,-0.07,0.92,-0.32,1.22,-2.08
0.17,-0.07,0.91,-2.03,1.40,-1.44
0.18,-0.07,0.91,-3.69,0.63,-1.18
0.17,-0.08,0.92,-4.64,-1.04,-1.54
0.17,-0.08,0.91,-4.82,-1.69,-1.21
0.18,-0.09,0.92,-3.98,-2.21,-1.88
0.19,-0.09,0.93,-2.93,-2.52,-2.76
0.17,-0.09,0.93,-2.27,-3.30,-2.85
0.15,-0.08,0.93,-1.60,-3.88,-1.71
0.16,-0.08,0.93,-1.54,-4.78,-0.08
0.18,-0.08,0.93,-1.39,-4.21,0.99
0.18,-0.09,0.93,-1.25,-3.04,0.93
0.18,-0.09,0.94,-0.85,-2.84,0.63
0.18,-0.09,0.93,-1.04,-4.78,-0.03
0.18,-0.09,0.92,-1.68,-4.43,-1.25
0.18,-0.08,0.91,-2.27,-3.24,-1.73
0.17,-0.09,0.92,-3.19,-4.08,-1.36
0.18,-0.08,0.92,-3.16,-4.89,-0.78
0.17,-0.09,0.92,-2.60,-4.24,-0.55
0.17,-0.08,0.93,-1.48,-2.70,0.09
0.18,-0.09,0.93,-1.31,-3.63,0.81
0.19,-0.09,0.92,-0.99,-3.27,0.85
0.19,-0.09,0.92,-0.56,-1.76,-0.55
0.19,-0.08,0.93,-0.90,-1.66,-0.81
0.19,-0.08,0.91,-1.63,-0.99,-1.30
0.20,-0.08,0.91,-1.62,0.02,-1.22
0.18,-0.08,0.91,-1.94,1.74,-2.75
0.17,-0.07,0.91,-2.27,1.54,-1.88
0.17,-0.07,0.90,-2.56,1.31,-0.32
0.17,-0.08,0.92,-2.73,2.08,-0.09
0.18,-0.09,0.91,-2.67,1.50,-0.98
0.19,-0.08,0.92,-1.82,0.90,-1.88
0.17,-0.07,0.91,-1.40,1.68,-1.73
0.18,-0.09,0.92,-1.22,3.50,-2.67
0.18,-0.08,0.91,-1.50,2.67,-2.21
0.17,-0.08,0.92,-2.46,2.12,-2.49
0.19,-0.08,0.91,-2.96,3.39,-2.95
0.18,-0.08,0.92,-3.16,4.21,-3.63
0.16,-0.08,0.91,-3.82,3.40,-3.63
0.17,-0.07,0.92,-4.00,1.97,-1.19
0.17,-0.07,0.92,-3.56,2.09,0.12
0.17,-0.08,0.93,-3.15,1.80,0.12
0.18,-0.08,0.92,-3.60,1.37,-0.49
0.17,-0.08,0.93,-2.69,-0.11,-0.56
0.18,-0.08,0.94,-1.91,-0.55,-1.33
0.18,-0.07,0.92,-1.56,2.23,-0.98
0.20,-0.08,0.93,-0.82,6.03,-1.60
0.19,-0.08,0.94,-0.67,7.73,-2.44
0.17,-0.07,0.94,-0.49,5.31,-2.24
0.16,-0.08,0.91,-0.66,4.27,-2.06
0.16,-0.07,0.92,-1.53,4.61,-2.40
0.16,-0.06,0.93,-1.98,5.83,-1.83
0.17,-0.06,0.91,-2.69,5.65,-1.50
0.16,-0.06,0.91,-3.44,3.16,-1.34
0.17,-0.07,0.91,-3.45,0.64,-1.65
0.16,-0.07,0.92,-2.46,-0.49,-1.66
0.17,-0.07,0.92,-2.17,0.32,-1.04
0.15,-0.08,0.92,-2.20,0.49,-0.46
0.16,-0.07,0.93,-2.53,1.01,-0.05
0.16,-0.08,0.92,-2.14,1.77,0.02
0.16,-0.07,0.92,-1.94,0.78,-0.58
0.15,-0.07,0.92,-2.31,0.50,-1.56
0.16,-0.07,0.92,-2.72,0.99,-1.98
0.15,-0.07,0.91,-2.63,-0.93,-1.74
0.16,-0.07,0.93,-2.35,-1.07,-1.54
0.16,-0.07,0.93,-1.62,-1.37,-1.04
0.16,-0.07,0.93,-1.40,-2.03,-0.72
0.16,-0.07,0.93,-1.08,-1.15,-1.04
0.16,-0.06,0.93,-0.93,-1.25,-0.99
0.14,-0.07,0.92,-1.33,-1.50,-0.46
0.15,-0.07,0.92,-2.27,-1.40,-0.78
0.14,-0.05,0.92,-2.98,-2.44,0.53
0.13,-0.06,0.93,-3.36,-3.11,2.05
0.11,-0.06,0.94,-3.18,-5.40,4.06
0.14,-0.05,0.94,-2.12,-4.43,4.81
0.13,-0.04,0.93,-1.80,-4.41,5.91
0.12,-0.05,0.93,-2.70,-5.94,6.24
0.12,-0.05,0.93,-2.99,-6.29,7.73
0.12,-0.06,0.94,-3.53,-7.66,8.17
0.09,-0.07,0.96,-4.72,-8.70,8.92
0.06,-0.08,0.98,-4.37,-9.53,13.28
0.06,-0.09,0.98,-2.76,-10.27,16.79
0.05,-0.08,0.98,-0.53,-9.24,21.24
0.06,-0.09,0.99,1.94,-9.27,26.50
0.07,-0.10,0.98,4.14,-8.55,29.60
0.07,-0.09,0.98,5.34,-8.21,33.16
0.08,-0.09,0.96,6.26,-10.11,35.19
0.10,-0.09,0.93,6.24,-11.10,35.08
0.09,-0.09,0.94,5.11,-11.89,35.77
0.08,-0.10,0.92,5.01,-14.76,38.92
0.10,-0.10,0.91,5.57,-14.11,42.26
0.11,-0.10,0.91,5.05,-13.24,44.85
0.12,-0.09,0.91,3.85,-12.87,46.66
0.13,-0.10,0.89,4.21,-12.93,48.75
0.14,-0.10,0.88,3.88,-13.22,49.11
0.12,-0.10,0.87,2.99,-14.61,48.99
0.13,-0.10,0.89,1.85,-16.93,49.54
0.17,-0.10,0.89,2.35,-16.75,49.22
0.18,-0.11,0.89,2.93,-16.75,48.15
0.16,-0.10,0.87,1.83,-15.21,48.12
0.16,-0.11,0.87,1.08,-14.98,47.08
0.17,-0.11,0.88,0.64,-11.95,46.49
0.16,-0.11,0.89,-1.15,-9.74,45.91
0.16,-0.11,0.91,-2.32,-10.27,45.80
0.17,-0.11,0.93,-2.02,-10.11,46.41
0.16,-0.11,0.94,-1.19,-10.98,47.08
0.16,-0.11,0.92,-0.76,-10.56,49.54
0.16,-0.12,0.92,-0.53,-10.26,51.66
0.18,-0.12,0.92,-0.27,-9.73,51.82
0.21,-0.12,0.92,0.87,-8.12,49.83
0.19,-0.11,0.91,2.50,-8.37,49.53
0.19,-0.10,0.89,2.61,-9.07,49.79
0.17,-0.11,0.90,1.69,-8.34,49.69
0.18,-0.11,0.90,1.73,-11.16,51.05
0.18,-0.11,0.89,1.27,-10.61,51.80
0.17,-0.11,0.88,-0.53,-11.05,53.34
0.18,-0.10,0.88,-0.72,-9.77,55.36
0.21,-0.10,0.89,-0.20,-8.47,56.27
0.22,-0.11,0.88,-0.46,-8.27,55.16
0.22,-0.10,0.88,-0.41,-8.11,55.01
0.21,-0.10,0.88,-1.73,-7.60,54.66
0.23,-0.11,0.88,-3.77,-10.05,53.79
0.23,-0.12,0.89,-4.98,-11.91,51.95
0.21,-0.12,0.89,-6.14,-12.00,50.78
0.21,-0.13,0.89,-7.34,-11.22,50.72
0.20,-0.14,0.90,-8.87,-9.34,51.40
0.19,-0.14,0.91,-9.86,-10.18,51.97
0.19,-0.15,0.92,-9.31,-12.90,52.92
0.19,-0.15,0.92,-8.15,-13.44,55.24
0.20,-0.15,0.93,-5.37,-12.92,56.93
0.22,-0.15,0.91,-3.68,-10.43,58.72
0.25,-0.14,0.90,-3.62,-8.32,59.59
0.25,-0.15,0.91,-1.21,-9.59,58.55
0.26,-0.15,0.92,-0.34,-15.15,57.62
0.24,-0.16,0.91,-0.18,-18.46,56.76
0.25,-0.16,0.89,-1.15,-19.89,57.04
0.28,-0.16,0.90,-3.48,-17.47,56.55
0.29,-0.16,0.93,-3.44,-15.39,56.79
0.28,-0.17,0.94,-0.41,-17.01,57.53
0.29,-0.17,0.95,1.94,-14.27,57.65
0.29,-0.16,0.94,2.92,-12.44,57.16
0.29,-0.17,0.93,3.71,-12.12,56.76
0.30,-0.17,0.95,5.65,-16.38,54.95
0.30,-0.17,0.94,7.83,-21.86,52.50
0.30,-0.16,0.94,8.27,-23.16,50.18
0.30,-0.16,0.92,8.20,-20.21,48.41
0.29,-0.15,0.91,6.85,-17.92,47.77
0.26,-0.15,0.91,5.11,-15.37,47.36
0.26,-0.15,0.90,2.79,-13.77,47.73
0.28,-0.15,0.90,2.50,-12.66,46.38
0.28,-0.15,0.91,3.15,-13.65,45.60
0.29,-0.15,0.91,3.86,-13.15,43.21
0.28,-0.16,0.92,4.87,-15.36,40.46
0.25,-0.14,0.91,3.71,-18.20,39.28
0.24,-0.15,0.88,2.52,-21.95,39.86
0.25,-0.15,0.89,2.35,-25.63,39.48
0.26,-0.16,0.88,0.87,-25.42,39.27
0.26,-0.15,0.86,-0.90,-22.76,39.33
0.25,-0.15,0.86,-1.74,-20.78,39.57
0.25,-0.15,0.86,-2.96,-20.63,41.44
0.25,-0.16,0.87,-3.74,-20.76,41.94
0.26,-0.17,0.87,-3.85,-21.11,41.92
0.26,-0.17,0.86,-4.09,-19.45,40.75
0.25,-0.17,0.87,-3.73,-19.88,42.26
0.26,-0.18,0.88,-2.23,-20.92,41.62
0.28,-0.18,0.88,-0.35,-17.54,43.19
0.28,-0.18,0.87,0.14,-14.85,44.14
0.29,-0.18,0.88,-0.02,-14.90,44.81
0.30,-0.19,0.89,0.73,-13.15,42.79
0.30,-0.19,0.88,-0.02,-10.67,42.64
0.30,-0.19,0.88,0.02,-13.48,42.31
0.32,-0.18,0.88,0.84,-15.24,41.88
0.31,-0.19,0.89,1.50,-16.79,41.19
0.31,-0.19,0.89,2.43,-15.63,41.56
0.32,-0.19,0.88,1.54,-14.73,41.45
0.32,-0.19,0.87,0.58,-13.83,41.69
0.33,-0.20,0.88,-0.15,-12.75,41.30
0.35,-0.21,0.90,1.77,-13.33,39.48
0.35,-0.20,0.89,2.21,-11.07,38.15
0.33,-0.20,0.87,2.73,-9.31,37.69
0.33,-0.20,0.88,1.59,-11.15,38.06
0.33,-0.20,0.86,0.05,-10.75,37.28
0.34,-0.20,0.86,-1.68,-11.98,35.47
0.33,-0.21,0.88,-1.59,-10.14,34.05
0.31,-0.21,0.89,-1.07,-2.44,34.55
0.29,-0.22,0.90,0.50,-2.20,37.33
0.30,-0.22,0.90,2.69,-2.06,38.06
0.30,-0.21,0.90,3.24,1.16,38.58
0.30,-0.21,0.89,4.14,2.53,39.63
0.30,-0.20,0.88,4.66,1.98,40.26
0.30,-0.20,0.88,4.73,0.15,40.56
0.32,-0.20,0.88,4.90,-3.62,40.64
0.33,-0.21,0.87,3.66,-5.79,39.98
0.34,-0.20,0.88,3.05,-4.17,38.32
0.32,-0.20,0.87,2.49,-0.98,37.05
0.32,-0.21,0.88,2.17,-0.52,36.43
0.33,-0.21,0.89,3.28,-3.65,36.67
0.33,-0.21,0.91,5.66,-4.89,35.77
0.32,-0.21,0.92,7.54,-4.32,34.78
0.29,-0.20,0.91,7.82,-5.40,36.03
0.30,-0.20,0.90,8.81,-5.59,37.79
0.32,-0.20,0.89,8.85,-2.37,37.63
0.32,-0.20,0.88,7.24,-0.37,38.03
0.33,-0.20,0.88,6.18,-1.60,37.37
0.33,-0.21,0.90,5.77,-4.52,35.82
0.30,-0.22,0.91,4.87,-9.44,34.67
0.30,-0.21,0.91,5.18,-10.93,34.49
0.30,-0.22,0.91,5.40,-11.01,35.51
0.29,-0.22,0.92,7.34,-10.08,35.01
0.28,-0.21,0.93,9.24,-8.35,37.15
0.29,-0.22,0.91,10.81,-6.26,37.91
0.28,-0.22,0.90,10.43,-4.79,40.18
0.25,-0.22,0.90,9.28,-6.40,42.73
0.28,-0.22,0.88,8.31,-7.74,44.24
0.28,-0.21,0.87,5.42,-5.77,45.36
0.29,-0.22,0.86,5.01,-8.92,44.34
0.32,-0.22,0.90,7.42,-9.48,39.71
0.33,-0.21,0.88,10.49,-7.54,36.40
0.29,-0.21,0.85,9.59,-6.44,35.18
0.28,-0.20,0.82,7.76,-7.82,36.49
0.28,-0.20,0.79,4.70,-11.27,37.08
0.30,-0.19,0.80,2.27,-6.20,37.15
0.28,-0.20,0.79,-1.18,-1.53,37.69
0.26,-0.20,0.80,-3.66,-5.77,37.73
0.29,-0.20,0.80,-6.34,-9.47,37.71
0.30,-0.20,0.81,-9.65,-9.05,37.59
0.32,-0.20,0.83,-12.78,-6.21,35.74
0.33,-0.21,0.85,-12.50,-8.08,34.21
0.35,-0.22,0.89,-8.81,-8.73,30.92
0.36,-0.22,0.89,-6.49,-0.76,26.81
0.34,-0.21,0.88,-6.24,3.71,25.31
0.34,-0.23,0.89,-6.08,1.54,25.25
0.34,-0.22,0.90,-5.95,1.47,24.93
0.33,-0.22,0.91,-7.33,3.56,23.92
0.33,-0.22,0.91,-6.82,1.98,23.39
0.33,-0.23,0.92,-5.30,1.54,20.70
0.31,-0.21,0.92,-6.89,1.07,20.49
0.32,-0.22,0.90,-5.60,0.70,19.76
0.31,-0.22,0.91,-4.55,-0.60,18.49
0.30,-0.23,0.91,-2.38,-3.63,18.11
0.28,-0.23,0.92,-0.32,-2.37,18.78
0.28,-0.23,0.91,0.27,0.21,18.52
0.26,-0.23,0.88,1.10,3.69,19.37
0.26,-0.23,0.88,0.44,6.43,21.16
0.24,-0.23,0.87,1.13,6.21,22.47
0.25,-0.22,0.86,2.06,1.13,23.15
0.27,-0.22,0.86,0.98,-2.41,23.05
0.26,-0.22,0.86,-0.78,-7.10,22.44
0.27,-0.22,0.89,-2.23,-10.78,23.62
0.29,-0.22,0.89,-2.75,-11.07,24.21
0.29,-0.22,0.91,-1.44,-6.95,25.91
0.32,-0.21,0.92,-2.27,0.58,29.53
0.31,-0.21,0.91,-3.28,9.92,30.95
0.29,-0.21,0.89,-3.11,14.98,30.12
0.26,-0.23,0.91,-0.69,10.24,27.71
0.23,-0.24,0.89,1.31,0.49,25.76
0.22,-0.25,0.91,0.09,-5.68,26.35
0.22,-0.26,0.92,-0.60,-4.98,27.45
0.23,-0.27,0.91,-0.14,1.33,31.01
0.24,-0.30,0.93,6.41,10.79,31.83
0.22,-0.29,0.95,13.40,15.05,31.56
0.18,-0.28,0.91,15.60,12.98,34.29
0.17,-0.28,0.88,14.92,10.41,38.31
0.15,-0.29,0.85,13.50,6.56,42.69
0.17,-0.29,0.87,15.05,0.26,47.97
0.22,-0.29,0.87,18.41,-4.49,49.33
0.24,-0.27,0.84,17.86,-5.92,46.70
0.26,-0.25,0.82,14.43,-7.68,45.34
0.29,-0.25,0.80,12.76,-1.25,40.87
0.31,-0.25,0.85,11.71,9.98,36.34
0.29,-0.24,0.91,11.40,6.17,33.44
0.29,-0.24,0.92,16.21,-1.16,30.43
0.31,-0.23,0.91,14.35,2.60,27.05
0.30,-0.22,0.91,12.15,3.30,23.95
0.27,-0.21,0.90,9.53,-3.40,22.63
0.27,-0.21,0.90,5.71,-9.74,21.68
0.26,-0.21,0.93,3.18,-7.30,22.41
0.25,-0.21,0.93,-0.12,-1.48,24.92
0.26,-0.21,0.94,-0.81,-1.21,26.52
0.27,-0.21,0.93,0.15,-1.47,25.56
0.29,-0.20,0.89,2.24,1.73,21.62
0.30,-0.19,0.85,1.07,7.31,14.75
0.26,-0.18,0.81,-4.75,7.22,9.47
0.23,-0.16,0.81,-10.66,0.64,10.08
0.24,-0.17,0.80,-17.02,-4.58,10.14
0.26,-0.18,0.82,-20.34,-7.18,10.63
0.27,-0.19,0.84,-21.54,-4.09,10.47
0.26,-0.19,0.86,-21.40,-0.46,10.27
0.26,-0.20,0.85,-19.91,-0.32,9.19
0.26,-0.20,0.86,-18.18,-2.64,8.79
0.27,-0.21,0.86,-15.74,-2.12,8.14
0.29,-0.20,0.87,-13.30,0.95,6.38
0.29,-0.22,0.86,-12.18,0.18,4.69
0.28,-0.22,0.84,-13.80,2.02,4.20
0.28,-0.22,0.83,-16.78,5.77,3.69
0.29,-0.24,0.86,-16.82,6.98,2.17
0.30,-0.25,0.87,-15.65,6.23,0.29
0.29,-0.25,0.88,-15.47,7.59,-1.79
0.30,-0.25,0.90,-13.33,10.23,-4.35
0.27,-0.26,0.91,-12.50,12.31,-7.16
0.25,-0.25,0.89,-12.11,8.98,-7.94
0.23,-0.26,0.91,-11.28,5.28,-8.15
0.24,-0.26,0.90,-11.48,6.11,-8.31
0.24,-0.26,0.90,-11.69,10.40,-9.19
0.23,-0.26,0.90,-11.63,15.11,-10.61
0.21,-0.25,0.89,-10.96,12.49,-11.89
0.18,-0.26,0.88,-7.79,5.25,-13.25
0.18,-0.25,0.89,-5.10,3.73,-13.79
0.17,-0.26,0.90,-5.34,6.52,-13.88
0.14,-0.26,0.89,-5.48,2.03,-12.49
0.16,-0.25,0.88,-6.34,-2.05,-10.24
0.18,-0.25,0.87,-7.51,-4.37,-9.77
0.21,-0.25,0.86,-7.76,-7.22,-10.56
0.21,-0.26,0.86,-8.46,-10.44,-11.27
0.22,-0.26,0.87,-6.99,-14.50,-12.79
0.25,-0.28,0.88,-4.56,-12.15,-15.11
0.24,-0.28,0.89,-1.76,-5.53,-15.45
0.23,-0.28,0.89,1.91,-2.31,-15.59
0.22,-0.27,0.87,2.24,-0.96,-14.32
0.20,-0.25,0.84,-0.18,-2.40,-11.97
0.21,-0.25,0.84,-3.82,-6.44,-9.69
0.23,-0.26,0.88,-6.60,-8.64,-10.44
0.23,-0.26,0.88,-7.92,-9.40,-11.04
0.22,-0.26,0.89,-9.27,-7.42,-11.10
0.19,-0.26,0.92,-8.18,-6.08,-10.24
0.19,-0.26,0.93,-6.09,-3.45,-8.70
0.18,-0.27,0.93,-1.45,-2.66,-8.21
0.18,-0.27,0.94,2.78,-1.95,-6.31
0.18,-0.25,0.92,4.72,1.82,-6.18
0.18,-0.25,0.91,4.70,1.18,-5.48
0.19,-0.25,0.90,4.52,-0.08,-3.65
0.20,-0.25,0.89,2.60,1.94,-2.99
0.22,-0.25,0.88,0.52,5.28,-2.46
0.21,-0.25,0.89,0.18,2.02,-2.72
0.23,-0.25,0.88,-0.55,-2.58,-2.63
0.23,-0.25,0.89,-1.10,-5.19,-3.94
0.24,-0.25,0.89,-2.00,-9.89,-5.53
0.24,-0.25,0.87,-1.51,-14.63,-9.10
0.25,-0.26,0.87,-1.10,-15.77,-10.37
0.25,-0.26,0.89,-2.14,-8.75,-11.40
0.23,-0.27,0.90,-1.04,-2.08,-11.08
0.22,-0.27,0.90,0.32,2.43,-11.59
0.22,-0.26,0.90,0.31,5.37,-10.84
0.22,-0.26,0.89,-0.03,7.76,-10.92
0.21,-0.25,0.87,-0.85,4.81,-10.24
0.19,-0.27,0.89,-1.16,-2.56,-9.15
0.20,-0.27,0.88,-1.68,-7.24,-7.79
0.23,-0.27,0.86,-4.23,-6.26,-6.96
0.24,-0.26,0.86,-6.35,-1.02,-7.80
0.25,-0.26,0.87,-5.56,2.49,-8.17
0.25,-0.26,0.89,-6.02,8.60,-10.05
0.22,-0.26,0.89,-4.85,7.79,-10.17
0.22,-0.26,0.89,-4.15,4.73,-8.27
0.22,-0.26,0.89,-4.24,4.64,-8.52
0.24,-0.25,0.89,-5.21,6.14,-8.43
0.24,-0.24,0.88,-6.89,6.63,-7.74
0.23,-0.25,0.90,-6.79,6.75,-7.60
0.23,-0.25,0.90,-7.15,5.44,-7.04
0.23,-0.25,0.89,-7.36,3.01,-6.72
0.23,-0.25,0.90,-7.39,-0.47,-6.61
0.23,-0.26,0.91,-6.46,0.41,-6.60
0.23,-0.26,0.90,-8.31,6.78,-6.69
0.21,-0.26,0.90,-7.33,4.98,-6.67
0.19,-0.26,0.91,-3.28,1.37,-6.44
