Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.13,-0.23,0.90,2.58,-0.05,1.79
0.13,-0.23,0.90,2.99,-1.42,1.62
0.13,-0.23,0.90,4.03,-3.18,1.25
0.12,-0.22,0.89,3.39,-2.89,1.37
0.12,-0.22,0.87,2.20,-1.50,1.05
0.12,-0.22,0.86,0.17,-0.92,0.35
0.11,-0.22,0.86,-1.95,-0.60,0.75
0.10,-0.22,0.88,-3.85,-0.69,0.89
0.11,-0.22,0.89,-5.44,0.12,0.82
0.11,-0.22,0.89,-6.08,0.55,1.01
0.11,-0.22,0.90,-6.32,-1.10,1.36
0.12,-0.22,0.90,-6.55,-2.60,0.53
0.11,-0.23,0.92,-5.65,-3.33,-0.21
0.11,-0.23,0.92,-4.38,-3.59,-0.64
0.11,-0.23,0.91,-3.51,-3.53,-0.08
0.11,-0.22,0.91,-3.07,-3.76,0.82
0.12,-0.23,0.90,-2.47,-3.50,1.27
0.13,-0.22,0.91,-1.91,-2.99,1.65
0.13,-0.22,0.91,-2.61,-2.23,0.78
0.14,-0.23,0.91,-3.31,-0.85,0.24
0.13,-0.23,0.91,-3.27,-0.46,0.21
0.12,-0.23,0.90,-2.14,0.09,-0.55
0.12,-0.23,0.91,-1.85,-1.36,0.17
0.13,-0.23,0.91,-1.68,-1.11,1.28
0.13,-0.22,0.91,-1.94,-0.60,2.09
0.12,-0.22,0.89,-2.08,0.53,1.83
0.12,-0.23,0.88,-2.32,-0.47,2.00
0.12,-0.22,0.91,-2.70,-2.58,1.80
0.12,-0.22,0.91,-2.93,-2.69,2.27
0.13,-0.23,0.91,-2.52,-1.91,2.72
0.13,-0.22,0.90,-2.23,-0.79,2.47
0.14,-0.22,0.90,-2.49,-1.33,2.50
0.15,-0.23,0.91,-2.23,-2.06,0.73
0.14,-0.23,0.90,-2.09,-2.52,-0.85
0.13,-0.22,0.90,-2.31,-2.43,-1.10
0.13,-0.22,0.88,-2.52,-2.78,-1.48
0.12,-0.22,0.88,-2.85,-4.58,-1.40
0.13,-0.23,0.89,-2.78,-6.26,-1.88
0.12,-0.23,0.90,-2.55,-5.59,-2.05
0.12,-0.23,0.90,-2.26,-4.26,-0.79
0.12,-0.23,0.90,-2.49,-3.71,0.12
0.13,-0.24,0.90,-2.56,-3.94,0.69
0.12,-0.24,0.90,-3.04,-4.24,-0.93
0.12,-0.24,0.91,-2.46,-3.89,-1.44
0.12,-0.24,0.91,-2.35,-3.79,-0.26
0.12,-0.24,0.92,-2.05,-4.12,-0.06
0.14,-0.24,0.91,-1.13,-3.54,-0.75
0.13,-0.24,0.91,-0.46,-4.37,-1.19
0.13,-0.23,0.91,0.09,-3.62,-0.52
0.13,-0.23,0.91,0.47,-3.60,0.14
0.13,-0.23,0.91,0.17,-4.41,-0.64
0.13,-0.22,0.90,-0.35,-4.67,-0.85
0.14,-0.23,0.91,0.32,-3.74,-0.38
0.14,-0.23,0.92,0.52,-2.27,0.53
0.15,-0.23,0.91,0.99,-0.69,1.24
0.14,-0.23,0.91,0.78,0.24,0.87
0.15,-0.22,0.91,0.67,0.64,1.21
0.15,-0.22,0.90,0.64,0.12,0.89
0.15,-0.22,0.90,0.43,-0.55,0.38
0.15,-0.22,0.89,-0.26,-1.10,-0.79
0.14,-0.22,0.89,-0.81,-2.18,-1.08
0.15,-0.23,0.90,-0.38,-2.58,-1.05
0.15,-0.22,0.92,0.02,-1.63,-0.63
0.14,-0.22,0.92,0.29,0.26,-0.27
0.14,-0.22,0.92,0.52,0.61,0.55
0.14,-0.22,0.92,0.67,1.02,0.06
0.14,-0.23,0.91,0.78,0.82,0.34
0.13,-0.22,0.93,1.27,-0.17,0.23
0.14,-0.22,0.92,1.37,-0.78,-0.09
0.14,-0.22,0.91,1.37,-0.93,-0.05
0.14,-0.22,0.92,1.62,-1.18,-0.44
0.14,-0.21,0.92,1.28,0.05,-0.14
0.13,-0.22,0.91,0.27,1.34,0.56
0.14,-0.21,0.91,-0.17,2.50,1.51
0.13,-0.21,0.91,-0.35,2.90,2.02
0.12,-0.21,0.90,-0.67,2.60,2.58
0.12,-0.21,0.90,-1.15,1.98,2.27
0.12,-0.21,0.88,-0.63,2.99,2.92
0.11,-0.21,0.87,-0.40,2.84,4.15
0.11,-0.20,0.86,-1.37,1.63,4.99
0.11,-0.19,0.85,-1.60,-0.02,5.37
0.11,-0.20,0.86,-1.37,-1.44,5.86
0.12,-0.19,0.86,-2.72,-0.98,5.69
0.11,-0.19,0.84,-5.01,0.12,5.62
0.12,-0.20,0.83,-6.78,1.02,5.86
0.11,-0.19,0.82,-8.78,1.11,5.83
0.10,-0.19,0.81,-11.05,0.70,7.18
0.09,-0.19,0.81,-11.83,0.27,8.70
0.11,-0.20,0.81,-13.21,-0.40,9.30
0.10,-0.19,0.80,-14.89,-1.69,10.11
0.10,-0.20,0.79,-16.02,-3.01,10.37
0.10,-0.19,0.78,-17.44,-4.96,10.31
0.11,-0.20,0.78,-19.33,-6.64,10.34
0.10,-0.20,0.76,-20.90,-7.04,10.49
0.10,-0.20,0.75,-22.21,-6.31,11.50
0.10,-0.21,0.75,-25.39,-6.35,13.37
0.10,-0.21,0.75,-28.11,-7.45,14.09
0.12,-0.23,0.75,-30.63,-7.82,13.57
0.12,-0.24,0.74,-32.70,-8.92,12.38
0.12,-0.25,0.76,-33.82,-10.32,13.31
0.13,-0.26,0.77,-35.21,-11.73,13.47
0.13,-0.27,0.76,-36.61,-11.19,13.86
0.13,-0.27,0.77,-37.82,-11.45,15.77
0.15,-0.28,0.78,-39.94,-10.49,17.18
0.14,-0.30,0.77,-41.66,-8.09,16.50
0.16,-0.29,0.78,-44.09,-5.34,16.43
0.17,-0.31,0.78,-46.20,-4.29,16.32
0.16,-0.32,0.78,-47.77,-4.92,15.97
0.15,-0.33,0.79,-48.58,-6.02,14.87
0.15,-0.35,0.77,-48.75,-7.76,14.89
0.15,-0.35,0.79,-49.13,-10.40,15.82
0.15,-0.35,0.80,-49.83,-11.88,16.95
0.15,-0.36,0.79,-50.81,-11.10,15.85
0.16,-0.38,0.79,-51.91,-9.05,16.34
0.16,-0.38,0.79,-53.77,-7.68,15.19
0.15,-0.40,0.79,-54.63,-5.77,13.04
0.14,-0.41,0.80,-53.54,-5.39,12.98
0.14,-0.42,0.79,-52.56,-5.82,14.05
0.12,-0.42,0.78,-52.31,-7.69,14.89
0.13,-0.43,0.78,-53.34,-9.25,15.89
0.13,-0.45,0.79,-54.41,-7.92,15.76
0.13,-0.46,0.79,-54.20,-6.20,16.29
0.13,-0.48,0.78,-53.37,-4.26,16.23
0.12,-0.48,0.75,-53.08,-3.97,17.25
0.12,-0.48,0.77,-53.31,-5.85,17.89
0.13,-0.49,0.76,-54.89,-7.01,16.12
0.14,-0.51,0.76,-55.36,-6.95,14.64
0.14,-0.52,0.79,-52.66,-7.53,13.22
0.14,-0.53,0.77,-50.72,-10.61,11.92
0.13,-0.54,0.79,-47.73,-14.89,10.89
0.14,-0.55,0.79,-45.91,-16.05,9.34
0.13,-0.55,0.80,-43.74,-17.89,10.08
0.13,-0.55,0.79,-41.74,-17.53,11.30
0.11,-0.55,0.78,-40.20,-14.84,13.74
0.12,-0.56,0.76,-39.07,-11.45,16.27
0.13,-0.56,0.75,-39.22,-6.89,17.79
0.08,-0.55,0.77,-36.96,-8.56,20.44
0.12,-0.58,0.74,-40.20,-5.10,15.82
0.12,-0.59,0.72,-37.85,-8.53,15.21
0.12,-0.60,0.77,-38.47,-13.74,15.65
0.14,-0.61,0.79,-37.13,-17.28,15.74
0.14,-0.63,0.81,-34.05,-18.63,14.99
0.14,-0.62,0.82,-30.21,-15.63,15.63
0.13,-0.62,0.81,-26.31,-8.47,17.39
0.15,-0.61,0.77,-33.85,13.05,20.24
0.09,-0.60,0.73,-37.91,16.99,22.00
0.07,-0.61,0.69,-37.86,2.60,22.72
0.09,-0.63,0.66,-35.45,-9.79,21.86
0.12,-0.65,0.67,-34.82,-13.08,19.34
0.14,-0.64,0.67,-37.30,-13.39,15.77
0.11,-0.66,0.66,-40.12,-16.63,12.85
0.11,-0.66,0.65,-44.56,-17.83,14.02
0.09,-0.68,0.64,-47.69,-17.04,15.77
0.09,-0.69,0.62,-49.56,-17.77,20.23
0.12,-0.71,0.62,-48.95,-16.31,22.34
0.12,-0.71,0.64,-47.91,-13.88,22.63
0.11,-0.72,0.62,-48.26,-12.66,21.59
0.12,-0.73,0.62,-48.47,-14.79,23.08
0.12,-0.74,0.62,-48.76,-18.34,24.17
0.12,-0.75,0.61,-50.61,-21.71,23.57
0.13,-0.76,0.61,-48.79,-26.58,23.27
0.14,-0.77,0.60,-48.69,-33.37,24.61
0.15,-0.79,0.62,-46.21,-45.10,23.30
0.18,-0.78,0.65,-51.42,-42.66,21.25
0.17,-0.80,0.62,-47.15,-47.11,22.64
0.18,-0.79,0.64,-44.23,-46.78,24.89
0.17,-0.78,0.64,-45.27,-44.99,26.52
0.18,-0.78,0.62,-41.45,-42.73,28.12
0.19,-0.79,0.61,-54.32,-38.98,26.31
0.18,-0.82,0.63,-49.69,-35.85,22.81
0.13,-0.83,0.65,-46.32,-24.95,20.85
0.14,-0.83,0.64,-53.42,-18.55,22.47
0.11,-0.83,0.61,-54.02,-16.17,26.64
0.10,-0.81,0.63,-49.56,-16.27,29.80
0.13,-0.79,0.61,-48.41,-16.87,30.58
0.14,-0.82,0.58,-54.18,-11.08,29.21
0.14,-0.83,0.61,-49.82,-12.69,27.31
0.10,-0.85,0.63,-46.75,-10.26,26.78
0.09,-0.84,0.65,-48.12,-14.37,29.36
0.11,-0.83,0.66,-47.69,-15.22,31.39
0.11,-0.86,0.68,-44.56,-12.69,29.48
0.12,-0.85,0.64,-43.19,-11.89,25.69
0.12,-0.85,0.60,-44.99,-5.39,24.95
0.12,-0.84,0.61,-52.55,3.16,23.92
0.09,-0.83,0.61,-55.48,1.74,24.21
0.09,-0.85,0.61,-51.98,-0.85,25.24
0.09,-0.84,0.64,-47.15,3.56,25.28
0.06,-0.84,0.60,-39.04,4.20,27.33
0.09,-0.84,0.57,-31.11,-0.70,30.14
0.12,-0.84,0.52,-31.54,-0.44,29.69
0.11,-0.86,0.50,-34.76,-1.21,27.22
0.09,-0.85,0.50,-39.73,-6.37,26.05
0.11,-0.86,0.52,-39.16,-13.62,23.25
0.12,-0.86,0.50,-42.05,-8.99,19.60
0.10,-0.84,0.50,-45.71,-4.56,16.67
0.08,-0.87,0.49,-42.21,-8.84,16.17
-0.10,-0.97,0.68,-41.53,-0.29,13.15
0.09,-0.94,0.58,-33.68,21.56,13.22
-0.02,-0.93,0.57,-30.61,2.78,15.68
0.13,-0.86,0.50,-34.76,27.27,20.14
0.03,-0.90,0.59,-25.47,6.18,19.91
0.13,-0.88,0.55,-18.93,-4.87,17.39
0.14,-0.89,0.55,-12.72,-9.62,13.95
0.13,-0.89,0.55,-10.41,-6.64,14.06
0.11,-0.91,0.55,-8.40,-15.56,10.93
0.09,-0.92,0.57,-10.18,-21.01,3.37
0.16,-0.87,0.52,-10.21,-9.02,2.61
0.15,-0.88,0.54,-6.73,-3.83,5.83
0.15,-0.88,0.55,-10.05,-4.60,2.40
0.15,-0.88,0.54,-14.53,-0.89,0.09
0.14,-0.88,0.54,-14.44,-0.03,-1.51
0.13,-0.88,0.55,-11.21,-2.21,-0.63
0.08,-0.89,0.57,-1.63,-13.33,-3.01
0.05,-0.88,0.62,16.50,-23.71,-2.14
0.08,-0.90,0.64,35.28,-28.03,-1.68
0.08,-0.87,0.60,44.53,-31.04,0.05
0.10,-0.83,0.61,56.43,-22.15,3.48
0.09,-0.86,0.54,31.53,-7.44,3.30
0.11,-0.85,0.55,11.91,9.08,0.55
0.05,-0.86,0.59,-1.89,3.54,-4.40
0.09,-0.83,0.57,-2.47,3.10,-2.24
0.13,-0.83,0.58,-3.63,6.66,-2.41
0.09,-0.84,0.59,-1.56,6.87,-4.75
0.09,-0.83,0.58,-1.13,7.39,-7.89
0.06,-0.84,0.57,6.23,3.04,-7.15
0.05,-0.83,0.54,10.73,-2.03,-3.02
0.09,-0.84,0.51,9.37,-4.24,-2.81
0.08,-0.83,0.50,6.70,-6.06,-2.96
0.08,-0.82,0.49,4.12,-6.52,-4.18
0.07,-0.82,0.50,3.82,-5.28,-4.96
0.05,-0.82,0.49,1.88,-5.40,-5.73
0.03,-0.83,0.50,-0.23,-6.75,-6.23
0.05,-0.82,0.49,-0.43,-6.21,-5.89
0.04,-0.82,0.49,-1.91,-1.04,-5.88
0.03,-0.83,0.48,-2.15,6.41,-4.38
0.02,-0.82,0.48,-4.66,7.62,-1.97
0.02,-0.84,0.48,-5.83,9.74,-2.05
0.03,-0.85,0.49,-5.18,7.05,-2.21
0.03,-0.86,0.48,-2.15,3.63,-1.92
0.04,-0.86,0.47,-1.97,1.22,-0.96
0.04,-0.86,0.46,-1.36,-0.98,-0.56
0.04,-0.86,0.45,-1.33,-2.24,-0.50
0.05,-0.87,0.45,-1.85,-3.74,1.04
0.08,-0.86,0.45,-2.66,-3.63,1.11
0.08,-0.86,0.45,-3.63,-0.87,0.56
0.08,-0.86,0.45,-2.73,-1.82,1.36
0.08,-0.86,0.46,-0.21,-0.85,0.70
0.08,-0.86,0.47,2.76,-0.20,-0.78
0.06,-0.87,0.46,4.53,0.29,-1.73
0.06,-0.86,0.43,4.92,-0.29,-1.66
0.05,-0.87,0.43,4.00,0.06,-2.81
0.05,-0.87,0.40,3.44,-1.95,-2.46
0.04,-0.88,0.39,1.22,-4.82,-2.31
0.05,-0.87,0.42,-1.71,-6.66,-1.01
0.05,-0.87,0.44,-2.03,-7.98,-0.37
0.05,-0.87,0.45,-1.50,-8.32,-0.35
0.05,-0.86,0.46,-1.74,-6.82,0.38
0.06,-0.87,0.48,-0.75,-6.20,1.91
0.06,-0.86,0.48,-1.02,-6.79,2.14
0.08,-0.86,0.47,-1.71,-2.18,-0.02
0.07,-0.86,0.47,-1.94,-0.27,-1.98
0.08,-0.85,0.49,0.08,-0.79,-2.58
0.09,-0.86,0.49,2.72,-2.14,-4.41
0.09,-0.86,0.50,4.43,-3.56,-6.08
0.09,-0.86,0.51,5.04,-1.37,-5.59
0.12,-0.85,0.51,5.44,3.25,-6.47
0.11,-0.84,0.52,8.41,7.62,-7.05
0.10,-0.84,0.50,12.53,11.89,-7.68
0.08,-0.83,0.47,13.88,13.83,-7.80
0.07,-0.84,0.44,13.04,12.08,-9.02
0.07,-0.83,0.41,12.06,9.02,-10.56
0.05,-0.83,0.39,9.44,9.08,-11.66
0.03,-0.83,0.39,8.50,7.25,-10.78
0.01,-0.84,0.39,7.22,4.12,-9.40
0.02,-0.83,0.40,5.66,5.22,-8.53
0.02,-0.83,0.40,5.22,6.52,-8.44
0.01,-0.82,0.42,3.18,9.53,-7.57
-0.00,-0.82,0.40,1.11,11.01,-5.24
0.00,-0.82,0.43,0.63,8.70,-3.04
0.02,-0.83,0.44,-1.57,5.21,-2.76
0.03,-0.84,0.47,-2.87,3.80,-2.21
0.03,-0.85,0.48,-4.02,2.40,-1.82
0.03,-0.85,0.49,-5.51,0.12,0.05
0.04,-0.86,0.51,-5.13,-0.32,0.90
0.06,-0.85,0.52,-5.15,1.37,2.73
0.05,-0.85,0.52,-4.61,1.86,4.46
0.07,-0.85,0.54,-3.76,-0.09,6.49
0.08,-0.85,0.54,-1.50,-2.37,7.51
0.09,-0.84,0.55,0.61,-4.44,7.51
0.10,-0.85,0.55,2.50,-4.58,5.89
0.08,-0.85,0.55,4.79,-7.25,5.63
0.10,-0.84,0.55,9.08,-8.60,7.18
0.13,-0.85,0.54,10.70,-5.42,4.99
0.13,-0.85,0.54,7.36,-4.55,2.24
0.13,-0.84,0.54,6.38,-1.86,-1.08
0.15,-0.85,0.52,-3.65,6.18,-4.53
0.12,-0.83,0.54,-3.44,7.94,-6.34
0.11,-0.83,0.52,-3.42,6.23,-5.85
0.10,-0.82,0.50,-4.76,5.66,-7.56
0.08,-0.83,0.52,-2.27,3.05,-6.35
0.10,-0.83,0.50,-2.67,4.75,-7.42
0.09,-0.82,0.51,-0.98,6.00,-8.34
0.08,-0.82,0.50,1.83,4.20,-6.85
0.07,-0.83,0.49,2.98,0.29,-5.40
0.07,-0.82,0.47,4.89,-1.59,-4.58
0.07,-0.82,0.47,2.72,-4.56,-3.56
0.07,-0.82,0.46,-0.89,-0.99,-6.29
0.05,-0.82,0.46,-4.69,3.45,-7.59
0.05,-0.82,0.47,-6.24,3.69,-5.13
0.07,-0.82,0.47,-7.54,7.18,-6.00
0.06,-0.82,0.47,-8.60,6.61,-4.92
0.05,-0.83,0.48,-7.28,3.86,-3.53
0.07,-0.83,0.50,-6.73,4.90,-2.18
0.06,-0.84,0.50,-3.04,4.05,-1.54
0.07,-0.82,0.48,-2.85,3.85,-3.65
0.06,-0.82,0.48,-3.88,2.09,-3.25
0.06,-0.83,0.48,-2.64,-1.31,-2.41
0.07,-0.83,0.47,-2.55,-3.33,-2.43
0.07,-0.82,0.49,-4.09,-0.66,-1.79
0.08,-0.82,0.49,-4.49,3.34,-1.71
0.06,-0.83,0.53,-2.20,2.05,-1.34
0.08,-0.83,0.52,-1.59,3.92,-3.71
0.07,-0.84,0.55,-1.22,5.50,-5.27
0.05,-0.84,0.55,0.66,5.76,-5.62
0.05,-0.85,0.53,1.85,4.46,-4.66
0.05,-0.85,0.51,2.93,2.70,-2.76
0.07,-0.85,0.52,2.70,1.60,-2.89
0.06,-0.85,0.50,2.99,0.63,-3.15
0.05,-0.85,0.50,2.70,0.47,-2.34
0.06,-0.84,0.48,1.83,1.05,-2.35
0.07,-0.84,0.49,-0.96,3.51,-3.02
0.06,-0.83,0.50,-1.18,5.33,-2.73
0.06,-0.82,0.49,-0.53,5.27,-1.86
0.07,-0.82,0.47,-0.72,6.49,-2.67
0.06,-0.81,0.48,-2.03,5.66,-2.08
0.07,-0.82,0.49,-2.27,7.79,-1.77
0.05,-0.81,0.50,-1.13,3.66,-1.59
0.06,-0.80,0.49,-0.37,3.68,-1.27
0.05,-0.79,0.49,-2.43,3.37,0.34
0.06,-0.79,0.49,-1.97,4.73,0.15
0.06,-0.79,0.48,-2.09,5.39,1.69
0.06,-0.79,0.48,-3.56,7.31,2.06
0.06,-0.79,0.49,-5.51,6.15,1.54
