Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.16,-0.21,0.90,-9.92,0.47,2.95
0.16,-0.21,0.89,-10.40,1.01,2.90
0.16,-0.21,0.89,-9.97,0.37,2.49
0.17,-0.21,0.90,-8.38,-0.70,1.59
0.16,-0.21,0.90,-8.05,-0.93,0.11
0.16,-0.21,0.91,-8.81,-0.85,-0.66
0.16,-0.21,0.90,-9.36,-0.72,-0.79
0.16,-0.21,0.91,-9.27,-0.56,0.27
0.15,-0.22,0.92,-8.66,-0.18,-0.11
0.16,-0.21,0.92,-7.62,0.73,-0.34
0.15,-0.22,0.92,-7.47,-0.20,-0.44
0.16,-0.22,0.91,-7.13,0.41,0.09
0.16,-0.23,0.92,-6.40,-0.02,-1.13
0.16,-0.23,0.92,-6.43,1.15,-1.07
0.16,-0.22,0.93,-6.87,2.79,-0.66
0.16,-0.22,0.91,-7.02,2.34,-0.32
0.16,-0.22,0.91,-6.69,1.92,-0.50
0.17,-0.23,0.92,-4.64,0.96,-1.18
0.16,-0.23,0.92,-3.71,1.13,-1.82
0.15,-0.23,0.92,-3.39,0.31,-2.23
0.16,-0.23,0.91,-3.44,1.05,-1.91
0.14,-0.24,0.92,-3.44,1.30,-2.43
0.14,-0.22,0.91,-3.69,2.82,-1.86
0.15,-0.24,0.90,-3.56,2.56,-1.56
0.14,-0.22,0.91,-3.95,2.17,-0.84
0.14,-0.22,0.90,-3.86,1.85,-0.66
0.15,-0.23,0.90,-3.89,1.30,-0.89
0.15,-0.22,0.91,-4.02,0.64,-1.25
0.15,-0.22,0.89,-3.92,-0.12,-0.90
0.14,-0.21,0.89,-4.11,-0.69,-0.63
0.14,-0.22,0.90,-4.29,-1.25,0.11
0.14,-0.23,0.91,-4.84,-2.50,0.98
0.13,-0.23,0.90,-5.69,-3.28,1.21
0.14,-0.24,0.91,-5.07,-3.85,2.18
0.15,-0.24,0.94,-2.26,-2.38,2.38
0.17,-0.25,0.95,-0.21,-0.12,0.87
0.17,-0.24,0.95,0.96,1.33,0.38
0.16,-0.24,0.95,1.73,0.84,-0.09
0.17,-0.24,0.95,2.69,0.93,-0.72
0.17,-0.23,0.96,4.98,1.07,-1.57
0.15,-0.24,0.98,6.96,0.95,-2.12
0.15,-0.25,1.00,9.36,0.60,-1.71
0.15,-0.25,1.00,11.82,0.17,-1.40
0.14,-0.26,1.02,13.47,-0.34,-1.39
0.15,-0.27,1.04,15.07,-0.92,-1.89
0.14,-0.27,1.06,17.62,-0.58,-2.20
0.13,-0.28,1.08,21.33,-0.03,-1.59
0.12,-0.28,1.10,24.81,1.73,0.53
0.13,-0.27,1.11,29.08,2.89,1.76
0.13,-0.28,1.12,37.21,7.28,3.15
0.12,-0.27,1.14,45.77,8.67,3.88
0.11,-0.25,1.10,50.26,8.49,7.08
0.11,-0.24,1.08,52.64,7.21,8.69
0.13,-0.22,1.06,53.18,6.03,9.01
0.14,-0.21,1.05,52.29,1.77,8.11
0.16,-0.19,1.03,51.71,0.00,6.85
0.16,-0.17,1.05,54.89,-2.00,4.35
0.16,-0.16,1.06,55.98,-2.64,2.93
0.16,-0.16,1.04,57.68,-4.08,2.06
0.16,-0.14,1.05,61.10,-4.21,0.26
0.15,-0.13,1.05,61.73,-3.39,-1.98
0.16,-0.11,1.01,62.53,-3.98,-3.33
0.17,-0.09,0.98,59.73,-16.95,-10.50
0.19,-0.08,0.96,58.23,-7.30,-2.96
0.19,-0.07,0.97,55.88,0.81,-2.12
0.18,-0.05,0.96,51.69,0.00,-3.60
0.18,-0.05,0.96,48.40,-2.20,-4.56
0.18,-0.05,0.99,49.63,-2.02,-4.81
0.17,-0.04,1.01,52.56,-1.76,-6.18
0.16,-0.03,1.00,55.02,-2.00,-6.12
0.15,-0.01,0.98,55.88,-2.69,-5.01
0.17,-0.01,0.95,56.78,-0.52,-4.72
0.17,-0.02,1.00,61.69,7.68,-7.73
0.07,0.01,0.69,74.29,-57.92,-11.62
0.35,0.06,0.96,47.97,32.34,8.64
0.23,0.05,1.00,72.21,34.84,5.18
0.08,0.04,0.96,56.38,21.33,1.92
0.10,0.04,0.92,55.94,-3.79,-5.62
0.13,0.07,0.93,53.50,-25.44,-11.22
0.16,0.08,0.91,46.26,-23.15,-10.99
0.20,0.08,0.90,50.92,-4.17,-6.32
0.17,0.10,0.95,51.47,7.73,-3.98
0.13,0.10,0.94,44.50,10.99,-2.29
0.10,0.08,0.92,47.04,3.53,-3.98
0.11,0.11,0.94,43.28,-9.08,-8.40
0.13,0.09,0.92,42.78,-11.05,-10.11
0.13,0.09,0.93,44.72,-10.50,-10.78
0.12,0.10,0.93,43.63,-11.62,-9.63
0.14,0.10,0.92,46.18,-8.11,-8.15
0.14,0.12,0.91,48.93,-3.98,-6.20
0.15,0.13,0.90,46.49,-2.61,-6.96
0.14,0.14,0.88,50.44,0.64,-3.57
0.14,0.14,0.88,53.47,1.08,-3.37
0.17,0.16,0.88,55.57,4.49,-3.92
0.15,0.17,0.87,59.79,8.72,-3.86
0.14,0.18,0.86,60.12,8.63,-3.59
0.14,0.20,0.84,58.85,9.42,-2.85
0.13,0.20,0.84,58.63,8.55,-2.93
0.13,0.21,0.83,60.60,5.79,-3.19
0.13,0.22,0.83,61.95,4.66,-4.21
0.12,0.24,0.82,62.11,5.30,-4.70
0.12,0.26,0.80,61.54,4.93,-3.37
0.12,0.28,0.80,62.00,3.27,-3.08
0.13,0.28,0.79,62.35,3.62,-5.31
0.12,0.30,0.79,61.13,4.09,-6.44
0.12,0.31,0.80,60.82,3.08,-8.53
0.11,0.32,0.80,62.56,2.58,-8.49
0.11,0.34,0.80,61.69,1.28,-8.87
0.10,0.34,0.78,58.63,0.84,-8.70
0.10,0.36,0.77,57.13,-1.13,-7.11
0.10,0.38,0.78,54.11,-2.82,-5.86
0.10,0.38,0.77,52.32,-4.87,-5.60
0.11,0.39,0.75,49.47,-5.92,-5.86
0.11,0.41,0.75,45.60,-6.79,-5.89
0.11,0.42,0.73,41.97,-8.05,-7.05
0.12,0.43,0.74,39.27,-11.11,-9.16
0.11,0.42,0.74,36.96,-11.51,-11.30
0.10,0.43,0.75,37.97,-11.24,-11.69
0.09,0.44,0.75,40.32,-11.24,-10.87
0.09,0.46,0.74,39.01,-8.70,-8.41
0.11,0.46,0.72,38.89,-8.84,-6.06
0.11,0.47,0.72,35.98,-10.49,-5.82
0.12,0.47,0.75,34.61,-11.68,-6.85
0.12,0.47,0.75,32.61,-11.22,-7.08
0.12,0.48,0.73,31.98,-10.46,-5.44
0.12,0.47,0.74,34.63,-9.47,-4.31
0.12,0.49,0.76,37.05,-7.21,-2.72
0.13,0.50,0.74,38.75,-5.07,-1.21
0.13,0.51,0.73,40.37,-4.70,-0.96
0.13,0.51,0.73,43.27,-4.53,-0.40
0.14,0.52,0.72,42.24,-3.50,-1.27
0.14,0.54,0.72,41.47,-4.08,-1.33
0.15,0.54,0.70,40.18,-3.50,-0.93
0.14,0.55,0.69,37.86,-2.46,-1.05
0.14,0.56,0.69,35.69,-3.33,-1.79
0.16,0.55,0.70,37.30,-5.40,-3.82
0.15,0.56,0.70,36.21,-6.90,-5.42
0.14,0.57,0.68,35.60,-7.88,-5.69
0.14,0.58,0.68,35.15,-8.78,-5.95
0.14,0.59,0.68,33.92,-6.96,-4.99
0.14,0.60,0.66,32.40,-4.67,-3.44
0.15,0.61,0.66,30.93,-0.90,-1.25
0.16,0.62,0.65,28.81,2.89,-0.26
0.16,0.61,0.64,26.98,4.92,-0.50
0.16,0.60,0.66,27.13,3.02,-3.24
0.15,0.61,0.67,26.29,0.29,-5.86
0.14,0.61,0.67,25.34,-3.73,-8.81
0.14,0.61,0.67,25.07,-6.75,-10.90
0.14,0.61,0.67,24.43,-8.31,-12.40
0.14,0.59,0.68,27.02,-8.44,-12.81
0.14,0.60,0.69,29.18,-5.07,-12.03
0.13,0.60,0.69,33.02,-0.56,-10.50
0.13,0.60,0.68,35.82,3.31,-8.05
0.12,0.61,0.66,36.90,4.84,-5.10
0.12,0.64,0.65,37.92,4.24,-2.82
0.13,0.64,0.61,38.02,4.26,-2.21
0.14,0.66,0.60,35.62,5.11,-1.95
0.14,0.66,0.60,32.70,1.89,-4.11
0.13,0.68,0.60,28.09,-1.15,-6.79
0.13,0.67,0.59,26.47,-3.63,-8.49
0.13,0.67,0.61,25.77,-5.13,-10.76
0.12,0.67,0.61,28.18,-5.79,-12.49
0.14,0.67,0.61,30.99,-3.39,-12.69
0.12,0.68,0.60,33.69,-1.60,-12.35
0.11,0.69,0.59,34.84,-1.08,-11.63
0.11,0.70,0.58,34.95,-0.67,-10.95
0.11,0.70,0.58,35.24,-0.87,-10.18
0.12,0.71,0.58,34.81,-1.48,-9.83
0.11,0.72,0.58,33.71,-2.47,-10.12
0.11,0.72,0.57,32.66,-4.35,-10.98
0.11,0.72,0.55,33.44,-5.54,-12.17
0.11,0.72,0.56,34.06,-6.37,-13.13
0.10,0.73,0.55,35.47,-5.19,-12.35
0.09,0.72,0.55,37.82,-5.65,-12.66
0.10,0.73,0.54,38.78,-4.66,-11.65
0.09,0.76,0.53,38.72,-4.75,-11.77
0.09,0.75,0.51,37.88,-4.56,-11.62
0.10,0.76,0.50,36.95,-3.50,-11.54
0.09,0.76,0.50,37.37,-4.17,-12.27
0.08,0.78,0.50,35.53,-6.32,-12.87
0.07,0.78,0.48,34.82,-8.98,-13.31
0.08,0.79,0.47,31.13,-11.88,-13.44
0.06,0.78,0.44,29.30,-11.07,-12.89
0.07,0.80,0.46,26.49,-10.58,-11.57
0.10,0.82,0.43,25.31,-4.72,-6.44
0.08,0.80,0.45,26.21,1.95,-1.98
0.06,0.82,0.44,26.55,1.82,-0.35
0.08,0.84,0.44,30.29,2.69,1.45
0.08,0.83,0.43,31.86,-1.36,-1.69
0.08,0.83,0.43,30.41,-4.75,-4.26
0.07,0.84,0.42,28.60,-8.56,-7.05
0.06,0.85,0.42,25.04,-9.47,-8.27
0.05,0.86,0.39,19.24,-9.95,-7.45
0.05,0.87,0.37,15.13,-8.46,-2.56
0.06,0.87,0.36,13.27,-6.34,0.43
0.09,0.85,0.36,15.19,-0.67,3.25
0.08,0.87,0.38,12.78,0.58,3.82
0.08,0.87,0.38,10.69,-0.60,3.24
0.09,0.87,0.40,9.05,-1.53,2.35
0.09,0.87,0.40,8.43,-2.14,1.92
0.10,0.87,0.39,7.68,-3.91,0.61
0.09,0.87,0.38,7.13,-7.22,-1.65
0.10,0.88,0.37,5.73,-10.37,-4.34
0.10,0.88,0.37,2.61,-9.79,-4.73
0.09,0.88,0.38,-0.44,-8.37,-4.47
0.10,0.87,0.38,-1.73,-5.15,-2.08
0.10,0.87,0.40,-2.90,0.63,1.56
0.09,0.86,0.40,-3.27,3.79,3.53
0.09,0.86,0.41,-3.94,3.10,3.63
0.09,0.86,0.40,-4.99,1.97,3.31
0.10,0.87,0.41,-6.08,1.24,2.49
0.10,0.86,0.42,-7.88,-0.46,2.17
0.09,0.86,0.42,-9.91,-0.92,2.52
0.10,0.84,0.42,-10.17,-0.78,2.64
0.10,0.84,0.45,-10.98,-0.50,3.16
0.11,0.85,0.45,-12.12,-0.58,3.40
0.11,0.84,0.45,-12.31,-0.61,4.20
0.11,0.84,0.45,-13.11,-1.16,4.81
0.13,0.83,0.46,-12.11,-1.63,4.11
0.13,0.83,0.47,-11.88,-0.41,3.54
0.11,0.83,0.47,-10.63,-1.62,1.88
0.11,0.83,0.46,-10.47,-3.79,0.50
0.12,0.84,0.47,-10.93,-3.60,0.27
0.13,0.83,0.47,-12.03,-1.98,0.53
0.12,0.83,0.47,-12.75,-1.02,1.13
0.11,0.83,0.47,-13.05,-0.53,1.30
0.11,0.80,0.50,-12.11,-0.43,0.92
0.12,0.81,0.49,-10.66,-1.21,0.11
0.10,0.81,0.49,-10.02,-1.79,-0.17
0.11,0.82,0.49,-10.05,-2.90,-0.11
0.12,0.81,0.50,-10.12,-3.79,-0.46
0.12,0.81,0.50,-9.39,-2.56,-1.24
0.12,0.81,0.51,-9.11,-1.65,-1.71
0.12,0.81,0.51,-8.32,-1.08,-1.53
0.11,0.80,0.50,-7.54,-0.85,-1.68
0.11,0.81,0.51,-7.21,-1.07,-0.82
0.11,0.81,0.49,-7.56,-0.55,-0.31
0.12,0.81,0.51,-7.21,0.08,-0.79
0.11,0.81,0.52,-6.09,-0.38,-1.57
0.11,0.80,0.51,-5.66,-0.78,-1.76
0.11,0.80,0.52,-3.80,-1.79,-1.71
0.11,0.80,0.51,-2.70,-3.39,-2.63
0.12,0.81,0.51,-2.27,-4.09,-2.96
0.12,0.81,0.50,-2.52,-4.27,-3.18
0.13,0.82,0.50,-3.27,-2.27,-2.50
0.11,0.82,0.49,-2.82,-1.21,-2.78
0.11,0.82,0.50,-3.34,-0.60,-2.15
0.11,0.82,0.51,-3.44,-0.50,-1.65
0.11,0.81,0.51,-2.98,-0.38,-1.77
0.11,0.81,0.51,-0.87,0.11,-2.64
0.11,0.82,0.50,-0.66,0.60,-2.37
0.10,0.82,0.50,-0.14,-0.40,-2.56
0.10,0.82,0.50,-0.31,-1.95,-2.95
0.11,0.81,0.51,0.09,-0.96,-2.69
0.10,0.82,0.49,-0.29,-1.18,-2.40
0.11,0.81,0.50,-0.90,-1.56,-2.02
0.10,0.81,0.49,-1.62,-1.57,-1.65
0.10,0.81,0.49,-2.02,-2.63,-1.51
0.11,0.81,0.50,-1.88,-2.70,-1.54
0.10,0.81,0.50,-0.60,-2.96,-1.25
0.10,0.81,0.50,0.21,-3.07,-0.52
0.11,0.82,0.48,0.24,-2.98,0.46
0.10,0.83,0.47,-0.02,-2.49,2.09
0.10,0.83,0.46,-1.10,-2.24,2.56
0.10,0.84,0.46,-2.60,-2.11,3.54
0.11,0.85,0.46,-3.59,-2.12,3.66
0.12,0.84,0.47,-4.21,-2.75,2.26
0.13,0.83,0.48,-4.17,-3.25,0.85
0.12,0.84,0.48,-3.48,-5.08,-0.27
0.13,0.83,0.48,-3.05,-5.01,-0.50
0.14,0.82,0.48,-1.77,-3.62,-0.27
0.13,0.83,0.48,-2.02,-2.08,0.72
0.13,0.84,0.46,-3.24,-0.32,1.34
0.12,0.83,0.47,-4.75,-0.17,1.07
0.12,0.82,0.48,-4.87,-1.71,-0.20
0.12,0.82,0.47,-5.31,-3.65,-2.17
0.11,0.82,0.47,-5.68,-5.08,-3.60
0.11,0.82,0.46,-5.76,-5.24,-3.54
0.11,0.81,0.47,-6.69,-5.85,-3.39
0.11,0.81,0.48,-7.24,-5.04,-2.64
0.11,0.81,0.48,-6.99,-3.37,-2.17
0.11,0.80,0.49,-5.97,-2.03,-1.34
0.11,0.80,0.49,-5.57,-0.70,0.14
0.11,0.80,0.48,-5.53,-0.46,1.27
0.11,0.81,0.48,-6.21,-0.85,1.33
0.12,0.80,0.48,-7.18,-1.15,0.61
0.12,0.80,0.47,-7.95,-0.95,0.66
0.12,0.79,0.49,-8.61,-2.44,-0.24
0.13,0.78,0.50,-8.70,-2.17,-0.52
0.12,0.78,0.51,-8.38,-2.60,-0.55
0.12,0.78,0.51,-8.03,-2.35,-0.17
0.14,0.77,0.52,-7.08,-0.49,0.96
0.13,0.78,0.53,-6.26,0.76,1.98
0.14,0.78,0.52,-4.85,2.58,3.22
0.13,0.79,0.52,-3.40,2.26,2.76
0.13,0.79,0.53,-3.57,0.90,1.63
0.13,0.79,0.53,-3.59,-1.82,-0.67
0.13,0.79,0.52,-1.97,-4.84,-3.53
0.14,0.79,0.52,1.36,-5.16,-4.47
0.13,0.80,0.52,1.10,-3.16,-4.09
0.12,0.82,0.51,2.05,0.17,-2.00
0.12,0.82,0.52,2.34,2.53,0.00
