Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.69,-0.24,0.90,-20.43,21.47,-61.18
0.68,-0.26,0.92,-21.33,18.27,-68.52
0.66,-0.29,0.93,-21.01,15.86,-75.74
0.62,-0.32,0.97,-12.23,11.80,-81.89
0.63,-0.36,0.98,-7.88,14.99,-86.53
0.67,-0.34,0.95,-3.54,21.53,-88.72
0.68,-0.34,0.93,2.78,29.60,-90.87
0.67,-0.33,0.90,5.82,33.02,-98.12
0.62,-0.31,0.86,6.29,30.05,-106.06
0.59,-0.31,0.84,4.17,26.21,-113.62
0.56,-0.30,0.81,-2.63,25.95,-119.08
0.55,-0.30,0.79,-9.11,22.02,-122.12
0.53,-0.30,0.79,-18.52,24.98,-127.01
0.52,-0.31,0.80,-22.75,21.05,-131.82
0.53,-0.34,0.86,-21.21,27.33,-136.24
0.50,-0.39,0.90,-6.75,22.64,-142.95
0.44,-0.39,0.89,6.24,21.83,-148.17
0.47,-0.31,0.83,1.48,36.79,-149.05
0.38,-0.33,0.80,-0.08,29.66,-151.45
0.40,-0.30,0.78,-5.86,32.56,-153.77
0.39,-0.29,0.77,-8.53,24.49,-158.60
0.39,-0.28,0.73,-19.86,21.39,-163.45
0.44,-0.27,0.75,-33.44,27.24,-164.79
0.43,-0.27,0.75,-40.79,32.79,-167.69
0.43,-0.32,0.82,-37.98,41.71,-164.61
0.39,-0.34,0.89,-29.83,52.81,-163.79
0.36,-0.35,0.91,-18.21,52.82,-161.47
0.34,-0.36,0.90,-8.96,52.31,-161.71
0.28,-0.35,0.85,-6.56,51.66,-163.15
0.34,-0.30,0.83,-2.15,52.27,-164.20
0.35,-0.29,0.78,-4.50,47.74,-172.56
0.39,-0.26,0.74,-13.27,53.95,-176.41
0.33,-0.27,0.74,-19.34,48.60,-183.62
0.27,-0.31,0.76,-22.64,47.97,-186.90
0.19,-0.32,0.78,-23.50,44.26,-187.05
0.17,-0.34,0.85,-17.97,43.47,-178.46
0.16,-0.33,0.88,-14.55,43.82,-169.02
0.17,-0.31,0.87,-11.83,42.43,-160.31
0.16,-0.32,0.87,-9.98,37.74,-162.95
0.15,-0.32,0.84,-9.94,28.63,-164.29
0.21,-0.28,0.80,-14.44,24.43,-160.20
0.18,-0.28,0.80,-17.01,19.76,-165.07
0.16,-0.28,0.78,-21.85,19.98,-168.75
0.11,-0.30,0.82,-18.15,17.60,-170.21
0.11,-0.29,0.87,-10.38,19.95,-162.82
0.09,-0.29,0.87,-6.64,25.10,-151.76
0.07,-0.28,0.84,-2.78,25.89,-142.43
0.07,-0.26,0.82,-7.50,30.34,-139.05
0.07,-0.25,0.81,-11.53,29.44,-139.45
0.10,-0.24,0.81,-15.28,27.05,-142.23
0.09,-0.23,0.82,-14.60,18.56,-142.87
0.09,-0.22,0.82,-17.18,13.18,-139.25
0.05,-0.19,0.80,-23.05,8.12,-137.97
0.01,-0.22,0.80,-21.77,3.33,-142.56
-0.00,-0.18,0.82,-23.27,2.32,-140.00
0.03,-0.24,0.79,-29.33,7.94,-140.67
0.02,-0.22,0.82,-23.28,4.34,-134.08
0.02,-0.20,0.80,-27.16,4.08,-132.99
0.02,-0.19,0.81,-28.52,4.06,-133.28
0.03,-0.19,0.78,-25.15,-1.68,-130.06
0.05,-0.17,0.79,-27.40,-3.57,-129.45
0.02,-0.21,0.79,-21.04,-14.24,-129.28
0.06,-0.18,0.85,-24.67,-17.25,-133.34
0.09,-0.19,0.84,-24.58,-22.82,-136.78
0.13,-0.17,0.86,-25.27,-26.90,-136.70
0.11,-0.21,0.89,-31.60,-20.26,-139.33
0.09,-0.21,0.85,-29.66,-26.61,-137.24
0.13,-0.18,0.85,-35.51,-20.96,-131.18
0.10,-0.21,0.89,-36.46,-22.63,-126.37
0.17,-0.20,0.90,-39.28,-16.27,-124.23
0.17,-0.20,0.90,-41.50,-21.25,-126.79
0.15,-0.21,0.90,-44.56,-19.04,-128.85
0.20,-0.21,0.91,-48.90,-16.29,-129.04
0.14,-0.22,0.92,-48.89,-16.29,-126.50
0.11,-0.23,0.94,-49.65,-9.88,-119.22
0.15,-0.24,0.93,-51.04,6.23,-106.95
0.14,-0.25,0.93,-54.00,26.34,-93.28
0.10,-0.26,0.95,-58.93,45.98,-81.97
0.08,-0.25,0.96,-60.44,57.34,-73.30
0.03,-0.26,0.94,-62.70,61.51,-70.82
-0.04,-0.27,0.97,-63.01,55.92,-68.31
-0.06,-0.28,0.98,-60.18,42.34,-65.63
-0.05,-0.31,1.02,-57.65,43.92,-60.11
-0.08,-0.33,1.04,-50.67,47.07,-48.12
-0.11,-0.31,1.03,-47.37,58.53,-34.90
-0.13,-0.32,1.06,-44.32,60.69,-25.37
-0.16,-0.32,1.04,-40.72,57.22,-14.99
-0.16,-0.30,1.05,-38.53,50.53,-6.52
-0.16,-0.30,1.00,-35.88,38.78,-2.38
-0.14,-0.28,1.00,-35.47,24.26,3.85
-0.12,-0.28,1.01,-40.72,12.52,8.87
-0.08,-0.30,1.03,-61.54,6.76,3.73
-0.01,-0.32,1.01,-69.10,2.73,5.30
-0.00,-0.31,1.02,-75.25,-0.64,1.74
0.01,-0.31,0.96,-77.76,-10.96,-1.16
0.00,-0.31,0.95,-83.94,-21.76,-6.96
0.01,-0.30,0.90,-54.12,-22.40,-8.92
0.03,-0.33,0.87,-34.67,-19.60,-7.02
0.04,-0.34,0.91,-27.05,-17.83,-5.15
0.07,-0.33,0.92,-22.38,-12.87,-0.14
0.09,-0.33,0.91,-15.50,-6.98,3.34
0.08,-0.33,0.90,-10.29,-8.95,2.75
0.11,-0.31,0.91,-1.92,-7.95,4.40
0.08,-0.32,0.91,0.47,-7.57,4.99
0.09,-0.31,0.90,-1.04,-7.02,5.28
0.09,-0.35,0.88,-0.55,-10.50,1.42
0.10,-0.28,0.87,-7.11,-7.36,3.97
0.10,-0.29,0.88,0.50,-3.95,8.00
0.07,-0.33,0.85,-0.66,-8.34,6.32
0.09,-0.30,0.88,-0.17,-9.88,6.44
0.12,-0.28,0.88,-0.84,-8.34,7.79
0.13,-0.32,0.88,0.38,-5.05,8.76
0.15,-0.32,0.87,2.26,-5.39,8.02
0.14,-0.32,0.86,1.24,-5.22,5.62
0.14,-0.29,0.87,3.13,-3.36,5.92
0.12,-0.29,0.85,-0.53,-5.47,5.76
0.12,-0.29,0.85,-1.63,-4.09,7.45
0.12,-0.29,0.86,-1.39,-2.67,9.57
0.15,-0.29,0.86,-0.21,0.14,11.66
0.14,-0.30,0.85,0.95,2.41,12.98
0.16,-0.30,0.87,2.87,5.34,14.72
0.18,-0.30,0.88,1.37,8.08,14.89
0.18,-0.28,0.89,0.08,8.96,14.20
0.17,-0.30,0.86,0.66,9.11,11.50
0.17,-0.27,0.85,0.09,9.07,11.24
0.15,-0.29,0.86,3.71,6.96,10.60
0.18,-0.30,0.90,8.56,5.97,7.66
0.17,-0.34,0.89,14.98,5.07,5.59
0.15,-0.29,0.89,16.12,0.50,4.78
0.14,-0.26,0.89,6.40,4.50,4.43
