Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.08,-0.10,0.79,-38.37,-15.11,13.91
0.13,-0.11,0.77,-43.82,-22.18,15.44
0.16,-0.14,0.77,-43.51,-32.92,12.58
0.20,-0.15,0.77,-46.34,-39.97,7.30
0.25,-0.14,0.75,-44.55,-46.02,-2.09
0.26,-0.13,0.72,-44.29,-53.15,-9.07
0.23,-0.13,0.69,-46.72,-57.91,-14.55
0.24,-0.09,0.61,-58.03,-56.85,-12.49
0.31,-0.12,0.60,-64.72,-57.31,-11.04
0.30,-0.13,0.58,-73.91,-49.74,-6.27
0.33,-0.18,0.62,-74.29,-46.21,-4.17
0.38,-0.22,0.62,-80.92,-38.20,-8.69
0.39,-0.26,0.64,-81.44,-25.48,-13.36
0.36,-0.30,0.65,-78.98,-15.39,-16.20
0.31,-0.31,0.60,-79.97,-16.18,-14.03
0.27,-0.30,0.56,-87.83,-14.38,-9.42
0.26,-0.34,0.57,-99.36,-16.06,-4.31
0.31,-0.33,0.54,-110.82,-18.23,-3.85
0.37,-0.37,0.56,-114.55,-15.88,-8.18
0.41,-0.37,0.54,-119.89,-7.36,-12.58
0.42,-0.38,0.50,-129.76,11.27,-12.58
0.40,-0.41,0.47,-140.50,25.53,-13.76
0.36,-0.51,0.58,-134.58,26.35,-16.87
0.27,-0.55,0.64,-119.79,17.60,-19.65
0.23,-0.55,0.63,-113.19,12.72,-18.24
0.25,-0.51,0.54,-116.73,10.24,-16.31
0.26,-0.52,0.50,-120.56,7.19,-17.50
0.26,-0.55,0.47,-122.11,-1.10,-21.15
0.25,-0.55,0.42,-130.67,-0.96,-20.55
0.29,-0.61,0.45,-136.99,6.53,-19.13
0.31,-0.69,0.53,-127.69,13.25,-19.50
0.27,-0.69,0.52,-117.50,21.94,-19.73
0.23,-0.68,0.47,-117.30,28.11,-18.44
0.20,-0.69,0.42,-120.92,28.52,-17.19
0.18,-0.71,0.38,-124.93,18.26,-17.34
0.19,-0.73,0.38,-129.37,7.08,-22.67
0.16,-0.76,0.37,-134.37,-0.69,-25.82
0.13,-0.78,0.36,-142.53,-9.95,-23.80
0.15,-0.83,0.41,-144.15,-19.91,-21.30
0.16,-0.87,0.44,-141.10,-26.20,-21.40
0.18,-0.85,0.41,-139.22,-31.28,-20.66
0.21,-0.85,0.42,-137.76,-35.94,-20.90
0.23,-0.89,0.41,-137.22,-43.18,-25.21
0.19,-0.95,0.42,-144.17,-56.90,-29.25
0.20,-0.98,0.48,-133.33,-68.53,-28.87
0.24,-0.95,0.44,-136.53,-64.81,-26.17
0.28,-0.96,0.42,-141.83,-60.99,-20.85
0.30,-0.96,0.39,-144.41,-52.76,-16.73
0.26,-1.02,0.44,-149.28,-38.66,-14.24
0.39,-1.03,0.44,-142.89,-25.02,-7.28
0.42,-1.07,0.51,-133.30,-7.04,-3.30
0.39,-1.10,0.53,-132.24,13.57,-5.83
0.38,-1.10,0.52,-127.50,19.71,-9.42
0.34,-1.11,0.51,-123.85,15.31,-11.62
0.34,-1.12,0.51,-119.04,14.41,-14.47
0.31,-1.12,0.48,-118.06,11.10,-15.18
0.26,-1.13,0.47,-118.35,3.71,-14.56
0.28,-1.13,0.48,-116.20,-1.40,-13.13
0.30,-1.14,0.44,-112.66,-2.31,-12.27
0.32,-1.11,0.38,-112.17,-3.21,-11.31
0.34,-1.13,0.36,-109.19,-4.60,-14.06
0.31,-1.11,0.31,-102.46,-10.67,-15.80
0.29,-1.09,0.22,-104.40,-13.60,-16.14
0.29,-1.08,0.20,-110.02,-17.85,-15.98
0.31,-1.11,0.22,-110.26,-21.21,-17.21
0.28,-1.12,0.21,-105.33,-25.69,-15.76
0.27,-1.12,0.18,-103.62,-25.83,-11.39
0.31,-1.11,0.16,-105.48,-19.16,-6.98
0.34,-1.11,0.16,-102.78,-13.89,-1.30
0.39,-1.10,0.13,-100.29,-4.72,1.79
0.43,-1.09,0.07,-103.30,4.24,1.30
0.42,-1.10,0.08,-102.05,2.49,-1.13
0.38,-1.13,0.12,-92.34,-12.75,-6.12
0.39,-1.15,0.13,-85.57,-24.08,-11.53
0.37,-1.12,0.13,-70.79,-35.44,-9.79
0.38,-1.11,0.10,-70.24,-18.11,-3.33
0.42,-1.09,0.05,-64.96,-6.23,1.27
0.42,-1.09,0.01,-66.66,9.15,4.56
0.41,-1.07,-0.04,-68.55,17.73,5.54
0.41,-1.04,-0.08,-73.83,24.56,6.46
0.37,-1.05,-0.07,-75.45,23.47,4.73
0.34,-1.08,-0.02,-70.47,19.30,3.16
0.35,-1.07,0.02,-63.50,11.16,2.15
0.35,-1.10,0.01,-58.61,5.31,1.44
0.38,-1.08,0.01,-47.76,3.22,2.67
0.38,-1.07,-0.01,-43.44,4.61,2.63
0.42,-1.04,-0.05,-38.17,8.41,2.99
0.40,-1.05,-0.06,-34.73,7.08,2.05
0.37,-1.04,-0.06,-30.96,3.86,2.43
0.31,-1.06,-0.08,-34.82,-4.17,1.08
0.39,-1.04,-0.06,-32.00,7.02,1.71
0.36,-1.07,-0.03,-25.71,3.97,1.82
0.37,-1.07,-0.02,-23.08,-0.12,3.45
0.36,-1.08,-0.01,-19.27,-1.02,4.96
0.39,-1.07,-0.02,-14.90,1.19,6.75
0.41,-1.04,-0.06,-12.84,6.89,7.25
0.40,-1.03,-0.09,-11.95,4.64,6.37
0.40,-1.02,-0.10,-10.29,-0.43,4.72
0.39,-1.02,-0.10,-9.04,-3.77,2.46
0.40,-1.03,-0.10,-6.09,-6.47,1.13
0.40,-1.01,-0.08,-4.70,-6.43,0.03
0.40,-1.01,-0.10,-3.19,-6.18,1.04
0.40,-1.01,-0.11,-2.17,-2.34,1.62
0.40,-0.99,-0.12,0.03,1.37,2.78
0.42,-1.00,-0.13,0.38,4.89,3.22
0.42,-1.01,-0.12,5.80,2.95,2.40
0.40,-0.99,-0.13,4.47,-0.06,0.61
0.38,-0.97,-0.16,1.92,-3.92,-0.35
0.38,-0.98,-0.15,-2.37,-4.43,-1.21
0.37,-1.00,-0.14,0.81,-6.53,0.34
