Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.27,0.96,0.19,3.40,-5.85,3.94
0.27,0.94,0.16,3.47,-6.18,2.78
0.27,0.93,0.15,3.31,-7.02,0.99
0.21,0.93,0.21,-2.73,-13.05,-4.72
0.24,0.93,0.20,-1.40,-8.40,-0.69
0.24,0.91,0.20,-3.39,-5.79,4.34
0.24,0.90,0.21,-2.69,-7.40,5.48
0.25,0.91,0.21,-1.44,-11.94,3.40
0.26,0.91,0.22,0.49,-13.80,1.98
0.28,0.93,0.21,-5.33,-14.84,3.62
0.28,0.96,0.24,-6.14,-17.91,2.35
0.32,0.91,0.20,-5.88,-17.86,0.53
0.34,0.90,0.22,-7.13,-17.40,0.06
0.35,0.90,0.24,-7.05,-13.44,1.68
0.34,0.90,0.25,-7.01,-10.63,1.31
0.34,0.91,0.24,-8.40,-9.04,0.35
0.33,0.90,0.25,-8.92,-8.11,0.02
0.33,0.89,0.26,-8.85,-7.80,-0.12
0.33,0.90,0.26,-8.64,-7.28,-1.80
0.33,0.89,0.27,-7.95,-8.08,-3.95
0.33,0.88,0.29,-5.95,-8.12,-4.76
0.34,0.91,0.31,-7.33,-7.56,-3.68
0.33,0.90,0.30,-5.19,-6.26,-5.42
0.35,0.88,0.26,-3.68,-4.40,-5.74
0.34,0.89,0.28,-4.05,-0.73,-4.03
0.34,0.90,0.27,-4.58,1.30,-3.91
0.29,0.90,0.26,-5.10,0.92,-4.32
0.31,0.89,0.26,-5.15,-0.37,-5.15
0.29,0.88,0.26,-4.52,1.01,-4.72
0.28,0.89,0.25,-4.61,0.02,-4.50
