Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.24,-1.12,0.04,-59.13,1.76,-4.03
0.25,-1.15,0.11,-50.81,-13.28,-2.82
0.29,-1.14,0.17,-57.28,-12.06,-4.76
0.30,-1.15,0.21,-50.15,-14.75,-2.29
0.28,-1.13,0.27,-44.55,-14.53,2.69
0.23,-1.16,0.27,-45.45,-21.91,6.89
0.27,-1.10,0.24,-47.60,-2.09,6.61
0.29,-1.10,0.24,-38.64,6.15,7.05
0.27,-1.09,0.22,-34.00,1.88,7.33
0.31,-1.05,0.21,-30.52,3.53,4.66
0.29,-1.01,0.22,-18.12,-12.66,7.16
0.34,-1.04,0.17,-26.46,0.56,2.40
0.38,-1.06,0.18,-18.26,-0.78,-0.29
0.32,-1.05,0.18,-8.64,-11.11,0.27
0.34,-1.04,0.14,-10.76,-8.76,-1.91
0.34,-1.04,0.12,-10.11,-10.32,-3.51
0.35,-1.04,0.10,-7.47,-10.18,-3.51
0.33,-1.03,0.09,-4.87,-12.43,-3.86
0.30,-1.04,0.08,-7.60,-16.32,-3.62
0.32,-1.04,0.08,-1.79,-22.78,-4.18
0.36,-1.01,0.02,1.13,-20.09,-3.21
0.38,-0.99,-0.01,-2.02,-11.98,-0.93
0.36,-0.98,-0.04,-4.85,-6.89,0.40
0.34,-1.00,-0.04,-6.50,-7.25,0.47
0.37,-0.98,-0.07,-8.47,-8.58,1.65
0.35,-0.99,-0.05,-8.55,-7.65,1.27
0.35,-0.98,-0.05,-6.76,-10.73,1.13
0.35,-0.99,-0.04,-6.47,-8.34,0.99
0.36,-1.01,-0.03,-4.05,-4.26,1.40
0.38,-1.00,-0.03,-1.65,0.18,2.08
0.38,-1.00,-0.06,-0.08,2.18,1.68
0.39,-0.97,-0.08,0.75,5.48,0.73
0.37,-0.98,-0.08,-0.96,6.02,0.31
0.30,-1.01,-0.06,1.48,-5.51,0.89
0.33,-0.97,-0.08,-2.56,-6.49,-2.11
0.31,-1.02,-0.05,3.95,-15.04,0.52
0.30,-0.98,-0.03,1.88,-3.11,0.37
0.33,-0.96,-0.06,4.26,0.14,1.22
0.33,-0.95,-0.09,-1.15,12.60,1.02
0.28,-0.99,-0.08,0.08,7.97,3.22
0.28,-0.99,-0.08,0.38,15.53,4.23
0.23,-0.99,-0.10,0.46,11.40,5.91
0.32,-0.96,-0.19,-11.92,28.64,1.53
0.25,-1.00,-0.10,3.79,0.02,7.10
0.23,-1.00,-0.08,-0.63,11.60,11.68
0.29,-0.99,-0.11,-2.15,8.49,11.88
0.28,-1.01,-0.06,-0.12,11.95,10.26
0.32,-0.98,-0.12,-1.37,17.82,9.18
0.31,-0.99,-0.10,-6.43,20.24,7.22
0.29,-0.98,-0.11,-8.98,22.99,5.76
0.29,-0.98,-0.10,-10.67,21.33,5.36
0.29,-0.98,-0.10,-13.13,22.82,2.76
0.30,-0.97,-0.10,-13.30,20.18,2.38
0.27,-0.99,-0.08,-13.57,19.47,2.32
0.27,-1.00,-0.06,-12.50,18.20,1.79
0.30,-0.99,-0.07,-11.91,19.36,1.59
0.31,-1.01,-0.04,-9.85,20.08,1.47
0.30,-1.01,-0.03,-8.09,19.95,1.07
0.35,-1.01,-0.06,-6.67,19.59,0.34
0.29,-1.00,-0.05,-5.28,14.85,0.37
0.29,-0.99,-0.05,-4.78,10.34,1.08
0.34,-0.98,-0.05,-7.19,17.62,-0.44
0.31,-0.98,-0.06,-3.21,14.40,-0.70
0.32,-0.98,-0.07,-2.24,13.45,-1.34
0.27,-0.98,-0.06,-2.87,10.85,-0.40
0.27,-0.99,-0.07,0.55,2.89,0.05
0.28,-0.99,-0.06,0.26,4.09,0.47
0.28,-1.01,-0.03,0.82,8.43,-0.93
0.33,-0.99,-0.07,2.63,8.40,-0.49
0.33,-1.00,-0.05,2.69,9.79,-0.79
0.33,-1.00,-0.07,3.59,11.37,-0.95
0.34,-1.00,-0.05,4.79,12.79,-2.14
0.32,-0.99,-0.06,6.32,12.75,-2.58
0.29,-0.99,-0.08,6.78,10.23,-3.51
0.29,-0.99,-0.09,6.43,6.24,-4.02
0.30,-0.99,-0.06,7.01,4.87,-3.07
0.29,-1.00,-0.06,11.13,1.95,-1.10
0.30,-0.99,-0.08,13.57,1.21,-0.41
0.31,-0.97,-0.09,13.01,1.39,-0.87
0.32,-0.97,-0.11,11.31,-0.52,-0.73
0.31,-0.96,-0.12,10.41,-3.97,-1.51
0.32,-0.97,-0.10,8.52,-5.76,-2.03
0.32,-0.98,-0.06,9.71,-7.89,-3.05
0.34,-0.97,-0.06,11.89,-9.97,-3.22
0.35,-0.98,-0.03,12.72,-8.14,-3.71
0.33,-1.00,-0.03,20.03,-12.06,-4.12
0.32,-1.01,-0.02,24.41,-11.95,-6.35
0.34,-0.98,-0.03,19.66,-7.98,-5.37
0.29,-1.01,-0.01,17.83,-12.00,-5.71
0.25,-1.03,0.02,16.02,-15.63,-5.31
0.30,-1.01,0.01,14.90,-11.34,-5.62
0.29,-1.02,0.01,13.28,-10.32,-4.81
0.32,-0.98,0.02,13.94,-6.63,-6.41
0.25,-1.04,0.06,19.59,-19.27,-3.30
0.32,-1.01,0.04,18.26,-12.50,-4.27
0.31,-1.03,0.05,19.34,-13.71,-3.62
0.33,-1.02,0.07,17.74,-9.89,-2.23
0.31,-1.03,0.09,20.50,-11.04,-1.07
0.38,-1.03,0.09,20.12,-7.60,-3.40
0.37,-1.03,0.08,23.16,-10.20,-3.42
0.42,-0.99,0.04,19.51,-3.80,-4.69
0.43,-0.98,0.01,16.50,-3.28,-5.98
0.42,-0.97,-0.01,12.98,-1.24,-8.08
0.39,-0.97,0.01,12.43,-3.91,-9.71
0.37,-0.98,0.01,12.20,-3.28,-9.47
0.35,-0.98,0.03,15.24,-5.40,-9.01
0.33,-0.97,0.01,16.99,-6.93,-9.28
0.32,-0.95,-0.00,14.95,-6.81,-8.81
0.29,-0.97,-0.00,13.21,-7.73,-7.56
0.27,-0.97,-0.00,12.41,-7.91,-6.67
0.26,-0.94,-0.03,8.73,-5.91,-4.17
0.25,-0.93,-0.04,3.27,-2.66,-2.70
0.23,-0.95,-0.01,1.69,-3.74,-1.69
0.23,-0.94,-0.02,0.99,-3.31,-0.05
0.24,-0.95,-0.03,0.99,-4.35,2.09
0.25,-0.95,-0.01,0.56,-5.11,2.89
0.27,-0.94,0.00,-0.85,-3.50,4.09
0.24,-0.95,0.01,0.44,-6.60,5.21
0.23,-0.97,0.02,-0.37,-5.98,6.52
0.25,-0.97,0.03,-1.68,-3.63,7.74
0.26,-0.96,0.02,-3.07,-1.66,7.51
0.28,-0.97,0.04,-3.01,-1.19,7.95
0.28,-0.97,0.04,-4.37,1.47,8.47
0.31,-0.96,0.03,-5.01,3.02,9.27
0.29,-0.98,0.03,-4.21,3.15,9.79
0.31,-0.98,0.03,-3.51,3.73,9.07
0.31,-0.98,0.01,-2.85,3.36,8.49
0.32,-0.99,0.03,-1.10,3.11,7.05
0.31,-0.99,0.02,0.63,5.42,6.08
0.32,-1.00,-0.04,-2.08,11.53,4.12
0.32,-0.99,0.00,0.00,7.82,6.67
0.33,-0.99,-0.00,-1.10,9.40,6.67
0.35,-0.98,-0.02,-2.93,10.05,5.39
0.35,-0.99,-0.04,-5.24,10.35,4.41
0.34,-0.99,-0.01,-7.33,8.70,3.85
0.34,-1.00,-0.00,-7.97,8.96,2.98
0.33,-1.00,-0.00,-8.11,8.18,2.72
