Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.17,-0.32,0.85,-2.46,-10.72,2.49
0.18,-0.33,0.85,-2.06,-13.08,1.95
0.18,-0.32,0.85,-2.69,-12.96,1.74
0.20,-0.32,0.85,-3.50,-10.90,0.90
0.18,-0.32,0.85,-3.63,-9.31,1.02
0.17,-0.34,0.90,-2.41,-11.31,1.04
0.17,-0.34,0.89,-1.42,-11.88,0.98
0.18,-0.34,0.89,-1.37,-10.08,0.58
0.19,-0.34,0.91,-1.69,-5.28,0.87
0.18,-0.34,0.89,-1.48,-3.95,1.45
0.17,-0.34,0.91,-0.63,-3.04,1.59
0.18,-0.33,0.91,-0.08,-2.46,1.47
0.19,-0.33,0.88,-0.09,-1.47,0.47
0.18,-0.33,0.88,-0.26,0.06,-0.09
0.18,-0.32,0.87,-0.40,-0.41,0.03
0.17,-0.33,0.88,-1.27,-0.02,0.03
0.18,-0.32,0.88,-1.73,0.99,0.03
0.18,-0.32,0.87,-2.24,2.98,-0.14
0.18,-0.32,0.87,-1.39,4.60,0.31
0.17,-0.32,0.87,-1.86,4.00,0.06
0.17,-0.32,0.87,-2.72,2.89,-0.26
0.18,-0.32,0.86,-3.21,2.95,-0.17
0.18,-0.32,0.88,-2.69,3.27,0.12
0.17,-0.31,0.86,-3.69,4.08,-1.05
0.17,-0.33,0.87,-4.89,3.56,-1.88
0.17,-0.32,0.86,-5.63,3.63,-2.70
0.17,-0.33,0.86,-5.22,3.89,-1.10
0.16,-0.33,0.88,-5.18,4.79,0.29
0.16,-0.33,0.87,-5.86,4.75,-0.15
0.18,-0.32,0.86,-7.16,4.72,-1.53
0.18,-0.32,0.86,-8.15,5.21,-2.06
0.17,-0.33,0.87,-6.99,4.76,-0.43
0.14,-0.34,0.89,-6.96,4.66,1.33
0.15,-0.33,0.88,-6.99,4.08,1.31
0.18,-0.33,0.88,-7.48,3.95,0.08
0.18,-0.34,0.87,-6.72,4.40,-1.31
0.17,-0.34,0.88,-5.66,4.75,0.03
0.16,-0.34,0.89,-5.39,3.60,1.85
0.17,-0.34,0.89,-4.60,3.68,1.44
0.19,-0.34,0.88,-4.46,4.05,0.21
0.17,-0.33,0.86,-5.15,4.31,-1.36
0.17,-0.33,0.86,-4.53,2.37,-1.04
0.16,-0.35,0.87,-3.63,-0.09,-1.11
0.16,-0.33,0.87,-3.69,-2.15,-1.13
0.18,-0.33,0.87,-3.79,-0.55,-1.60
0.18,-0.33,0.86,-3.88,0.98,-1.30
0.16,-0.34,0.86,-3.40,0.95,0.03
0.16,-0.34,0.87,-1.56,-0.08,1.79
0.15,-0.34,0.88,-0.11,-1.19,1.91
0.18,-0.33,0.85,-1.01,-1.33,1.36
0.17,-0.33,0.87,-2.29,-0.26,0.20
0.16,-0.34,0.86,-2.26,-2.60,0.06
0.15,-0.34,0.88,-2.03,-5.65,0.40
0.16,-0.34,0.88,-1.30,-5.74,0.63
0.16,-0.33,0.88,-0.14,-3.53,0.99
0.16,-0.34,0.88,0.72,-1.66,0.85
0.16,-0.34,0.86,0.18,-2.43,0.37
0.16,-0.34,0.87,0.41,-4.08,-0.02
0.16,-0.33,0.87,0.23,-4.66,-0.38
0.16,-0.33,0.87,0.96,-5.76,1.25
0.16,-0.34,0.87,1.04,-4.96,2.20
0.17,-0.33,0.88,1.83,-4.55,1.73
0.19,-0.32,0.87,1.77,-3.25,0.00
0.18,-0.32,0.87,0.69,-2.38,-0.29
0.17,-0.33,0.88,0.84,-2.52,1.04
0.17,-0.33,0.87,0.35,-1.73,0.69
0.18,-0.33,0.88,-0.15,-2.09,0.14
0.17,-0.32,0.87,-1.34,-1.80,-1.15
0.18,-0.32,0.88,-1.76,-1.40,-0.95
0.17,-0.32,0.88,-0.99,-0.89,-0.55
0.17,-0.33,0.88,-1.68,-0.58,-1.02
0.18,-0.31,0.88,-2.67,0.08,-1.45
0.17,-0.31,0.87,-2.81,1.39,-2.26
0.17,-0.31,0.88,-2.67,1.05,-2.78
0.17,-0.31,0.87,-3.08,1.05,-2.79
0.18,-0.31,0.87,-4.23,2.47,-3.88
0.18,-0.30,0.87,-5.40,3.65,-4.38
0.16,-0.31,0.87,-6.06,3.50,-4.49
0.17,-0.31,0.85,-8.81,1.30,-4.08
0.16,-0.31,0.86,-8.73,1.76,-3.37
0.16,-0.32,0.87,-5.37,2.46,-2.47
0.15,-0.31,0.82,-6.49,4.41,-2.06
0.14,-0.32,0.86,-8.20,1.88,0.15
0.16,-0.33,0.88,-6.12,0.20,1.10
0.15,-0.32,0.89,-3.91,-1.68,0.35
0.16,-0.33,0.88,-4.38,0.14,0.55
0.16,-0.32,0.88,-5.36,3.34,0.76
0.16,-0.33,0.89,-5.34,2.75,0.58
0.17,-0.33,0.89,-4.21,2.31,0.11
0.15,-0.34,0.88,-4.21,0.99,0.78
0.17,-0.34,0.88,-3.82,0.84,0.89
0.17,-0.33,0.87,-3.98,1.85,-0.38
0.15,-0.34,0.87,-4.55,1.40,-0.85
0.16,-0.33,0.89,-3.08,-0.75,0.72
0.15,-0.35,0.90,-0.85,-0.79,0.84
0.17,-0.34,0.89,-0.89,-0.43,0.06
0.17,-0.33,0.86,-2.55,1.02,-1.34
0.16,-0.34,0.87,-2.43,1.21,-0.26
0.17,-0.34,0.89,-1.51,0.63,1.16
0.16,-0.33,0.86,-1.88,0.79,0.31
0.15,-0.34,0.87,-2.38,-0.43,-1.33
0.16,-0.34,0.87,-2.09,-1.37,-1.69
0.15,-0.34,0.87,-1.85,-2.24,0.12
0.15,-0.34,0.88,-1.71,-1.80,0.73
0.16,-0.34,0.88,-1.98,-1.74,-0.03
0.15,-0.34,0.89,-1.82,-2.12,-1.19
0.16,-0.34,0.88,-1.22,-2.93,-1.07
0.15,-0.33,0.89,-0.82,-2.03,0.76
0.15,-0.34,0.88,-0.43,-1.11,1.60
0.16,-0.33,0.87,-1.02,-1.44,0.29
0.16,-0.32,0.88,-1.53,-3.18,-0.72
0.16,-0.33,0.88,-0.61,-4.64,-0.46
0.16,-0.33,0.89,1.22,-5.24,-0.78
0.15,-0.33,0.88,1.88,-3.60,-0.79
0.16,-0.32,0.86,0.56,-1.50,-0.66
0.15,-0.32,0.86,-0.92,-0.60,1.39
0.16,-0.32,0.86,-0.27,-1.63,3.51
0.19,-0.32,0.88,0.61,-2.73,2.87
0.19,-0.32,0.87,0.00,-2.64,1.40
0.19,-0.31,0.86,-1.57,-2.31,0.14
0.18,-0.31,0.86,-2.70,-2.18,-0.73
0.17,-0.32,0.87,-3.13,-2.41,-0.60
0.18,-0.32,0.88,-2.53,-2.44,-1.05
0.18,-0.32,0.87,-2.27,-3.08,-1.37
0.17,-0.32,0.88,-2.34,-2.95,-0.96
0.16,-0.33,0.89,-2.47,-1.19,-1.24
0.16,-0.33,0.88,-2.63,0.11,-1.15
0.16,-0.32,0.88,-2.50,0.66,-0.63
0.15,-0.33,0.88,-1.97,0.31,-0.27
0.16,-0.31,0.89,-2.35,-0.20,-0.21
0.16,-0.31,0.87,-3.15,-0.44,-1.01
0.15,-0.32,0.87,-2.60,-0.67,-0.78
0.15,-0.32,0.88,-2.17,-0.41,-0.63
0.15,-0.32,0.86,-2.35,-0.70,-0.03
0.17,-0.32,0.87,-2.84,0.70,-0.53
0.16,-0.33,0.85,-3.02,0.70,-0.47
0.15,-0.32,0.86,-3.44,0.84,0.58
0.16,-0.32,0.88,-3.40,0.79,0.38
0.17,-0.32,0.87,-3.79,0.20,-0.87
0.17,-0.31,0.88,-4.40,0.72,-1.15
0.15,-0.33,0.88,-3.86,0.60,0.66
0.16,-0.32,0.89,-2.79,0.69,0.61
0.15,-0.32,0.87,-3.44,0.02,-0.05
0.17,-0.33,0.87,-4.18,0.82,-0.99
0.15,-0.33,0.87,-3.91,0.87,-0.03
0.16,-0.33,0.87,-3.80,0.43,0.79
0.16,-0.33,0.89,-3.80,-0.64,0.14
0.17,-0.33,0.88,-3.19,-1.69,-0.98
0.17,-0.33,0.88,-2.69,-1.37,-1.31
0.15,-0.34,0.87,-3.04,-0.31,0.23
0.16,-0.34,0.89,-3.53,-0.08,1.25
