Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.39,-1.12,-0.11,-56.09,17.16,-0.92
0.42,-1.09,-0.13,-56.72,18.26,-4.44
0.37,-1.13,-0.12,-41.44,-10.63,-6.38
0.43,-1.09,-0.14,-38.41,-9.30,-7.33
0.40,-1.09,-0.20,-25.86,-23.97,-5.69
0.43,-1.10,-0.15,-11.74,-12.40,-8.61
0.39,-1.05,-0.21,-5.92,-11.86,-0.50
0.41,-1.03,-0.23,-13.54,-5.37,6.76
0.42,-1.02,-0.24,-16.05,-3.10,10.78
0.44,-1.02,-0.24,-17.79,0.37,12.81
0.43,-1.00,-0.26,-15.37,-5.15,11.92
0.41,-1.00,-0.28,-9.25,-14.81,9.24
0.36,-1.00,-0.30,-7.65,-30.35,4.87
0.36,-1.00,-0.27,-3.10,-43.13,4.24
0.38,-0.99,-0.28,-4.03,-41.11,6.93
0.39,-1.00,-0.27,-1.65,-35.22,12.52
0.41,-1.01,-0.25,2.06,-25.77,15.01
0.39,-1.00,-0.28,3.45,-23.42,16.35
0.40,-0.99,-0.28,7.57,-23.45,16.96
0.39,-0.98,-0.28,10.40,-27.91,16.11
0.43,-0.95,-0.34,16.32,-26.35,14.11
0.43,-0.90,-0.30,2.81,-21.42,10.35
0.54,-0.90,-0.39,-0.95,-15.33,10.95
0.33,-1.02,-0.23,0.50,-20.84,11.36
0.33,-1.02,-0.27,0.20,-20.46,11.07
0.41,-0.99,-0.27,-1.27,-7.07,9.65
0.39,-0.98,-0.30,2.99,-5.71,9.15
0.32,-1.01,-0.27,6.90,-7.04,8.69
0.32,-1.02,-0.28,8.72,-11.11,6.23
0.34,-0.99,-0.31,7.74,-7.04,3.25
0.36,-0.95,-0.34,4.26,-0.58,3.59
0.32,-0.97,-0.35,5.45,-5.44,6.14
0.35,-0.95,-0.35,4.78,-2.12,6.66
0.34,-0.95,-0.32,10.23,-6.93,7.88
0.32,-0.94,-0.36,10.00,-5.07,7.04
0.32,-0.95,-0.36,10.24,-6.23,4.95
0.27,-0.97,-0.30,10.27,-8.15,4.70
0.27,-0.98,-0.31,10.15,-4.82,2.78
0.28,-0.95,-0.32,9.83,-4.67,7.13
0.24,-0.99,-0.31,4.98,-1.33,6.64
0.30,-0.96,-0.33,-2.63,2.14,4.87
0.31,-0.96,-0.33,-2.35,3.19,6.31
0.30,-0.96,-0.33,-3.33,5.53,5.40
0.31,-0.96,-0.33,-4.15,8.18,5.57
0.28,-0.97,-0.32,-4.60,10.03,6.63
0.28,-0.97,-0.34,-6.73,7.56,5.68
